,Abs_Total,Car.truck.or van,Car.truck.or vanDrove alone,Car.truck.or vanCarpooled,Car.truck.or vanCarpooledIn 2-person carpool,Car.truck.or vanCarpooledIn 3-person carpool,Car.truck.or vanCarpooledIn 4-person carpool,Car.truck.or vanCarpooledIn 5- or 6-person carpool,Car.truck.or vanCarpooledIn 7-or-more-person carpool,Public transportation (excluding taxicab),Public transportation (excluding taxicab)Bus,Public transportation (excluding taxicab)Subway or elevated rail,Public transportation (excluding taxicab)Long-distance train or commuter rail,Public transportation (excluding taxicab)Light rail.streetcar or trolley (carro público in Puerto Rico),Public transportation (excluding taxicab)Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked from home,Geography,NAME,state,State
1,2244,1956,1776,180,121,59,0,0,0,7,7,0,0,0,0,0,0,0,86,0,195,1400000US17001000100,"Census Tract 1,Adams County",17|001|000100,Illinois
2,1018,935,828,107,101,6,0,0,0,13,0,0,0,0,13,0,0,6,15,13,36,1400000US17001000201,"Census Tract 2,01,Adams County",17|001|000201,Illinois
3,1280,1096,1001,95,80,0,12,3,0,0,0,0,0,0,0,0,0,0,68,22,94,1400000US17001000202,"Census Tract 2,02,Adams County",17|001|000202,Illinois
4,1238,1009,951,58,42,16,0,0,0,19,19,0,0,0,0,0,0,8,71,0,131,1400000US17001000400,"Census Tract 4,Adams County",17|001|000400,Illinois
5,803,719,648,71,71,0,0,0,0,11,11,0,0,0,0,0,0,0,7,8,58,1400000US17001000500,"Census Tract 5,Adams County",17|001|000500,Illinois
6,2558,2250,2181,69,61,8,0,0,0,36,30,0,0,0,6,0,0,10,157,0,105,1400000US17001000600,"Census Tract 6,Adams County",17|001|000600,Illinois
7,349,256,227,29,29,0,0,0,0,0,0,0,0,0,0,0,0,28,46,0,19,1400000US17001000700,"Census Tract 7,Adams County",17|001|000700,Illinois
8,1002,888,731,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,58,55,1,1400000US17001000800,"Census Tract 8,Adams County",17|001|000800,Illinois
9,1273,1172,1076,96,96,0,0,0,0,0,0,0,0,0,0,0,0,11,15,10,65,1400000US17001000900,"Census Tract 9,Adams County",17|001|000900,Illinois
10,1644,1594,1281,313,281,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,38,1400000US17001001001,"Census Tract 10,01,Adams County",17|001|001001,Illinois
11,1404,1277,1113,164,128,36,0,0,0,0,0,0,0,0,0,0,0,9,9,0,109,1400000US17001001002,"Census Tract 10,02,Adams County",17|001|001002,Illinois
12,4294,3870,3593,277,157,70,46,0,4,57,57,0,0,0,0,0,0,0,102,43,222,1400000US17001001100,"Census Tract 11,Adams County",17|001|001100,Illinois
13,2439,2230,2032,198,181,15,0,2,0,0,0,0,0,0,0,0,0,0,43,0,166,1400000US17001010100,"Census Tract 101,Adams County",17|001|010100,Illinois
14,1763,1614,1447,167,155,5,0,0,7,2,2,0,0,0,0,0,0,0,13,23,111,1400000US17001010200,"Census Tract 102,Adams County",17|001|010200,Illinois
15,1354,1149,1103,46,39,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,189,1400000US17001010301,"Census Tract 103,01,Adams County",17|001|010301,Illinois
16,1444,1298,1245,53,48,4,0,0,1,0,0,0,0,0,0,0,0,0,8,7,131,1400000US17001010302,"Census Tract 103,02,Adams County",17|001|010302,Illinois
17,1810,1752,1556,196,148,26,0,22,0,0,0,0,0,0,0,0,0,0,0,0,58,1400000US17001010400,"Census Tract 104,Adams County",17|001|010400,Illinois
18,1329,1230,1111,119,107,0,12,0,0,4,4,0,0,0,0,0,0,0,30,7,58,1400000US17001010500,"Census Tract 105,Adams County",17|001|010500,Illinois
19,3275,3056,2819,237,149,88,0,0,0,0,0,0,0,0,0,0,0,0,27,42,150,1400000US17001010600,"Census Tract 106,Adams County",17|001|010600,Illinois
20,634,560,517,43,29,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,74,1400000US17003957600,"Census Tract 9576,Alexander County",17|003|957600,Illinois
21,395,354,319,35,22,13,0,0,0,0,0,0,0,0,0,0,3,0,9,4,25,1400000US17003957700,"Census Tract 9577,Alexander County",17|003|957700,Illinois
22,424,400,400,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,5,0,1400000US17003957800,"Census Tract 9578,Alexander County",17|003|957800,Illinois
23,185,181,176,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1400000US17003957900,"Census Tract 9579,Alexander County",17|003|957900,Illinois
24,1379,1197,1153,44,34,8,2,0,0,0,0,0,0,0,0,0,8,14,33,2,125,1400000US17005951200,"Census Tract 9512,Bond County",17|005|951200,Illinois
25,2360,1906,1790,116,116,0,0,0,0,1,1,0,0,0,0,0,28,16,241,3,165,1400000US17005951300,"Census Tract 9513,Bond County",17|005|951300,Illinois
26,1200,1125,1039,86,70,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,58,1400000US17005951400,"Census Tract 9514,Bond County",17|005|951400,Illinois
27,1836,1665,1600,65,54,11,0,0,0,0,0,0,0,0,0,0,0,0,37,17,117,1400000US17005951500,"Census Tract 9515,Bond County",17|005|951500,Illinois
28,2207,2152,1780,372,372,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,50,1400000US17007010101,"Census Tract 101,01,Boone County",17|007|010101,Illinois
29,1610,1484,1279,205,111,23,56,15,0,0,0,0,0,0,0,0,0,76,0,0,50,1400000US17007010102,"Census Tract 101,02,Boone County",17|007|010102,Illinois
30,2313,2149,1818,331,291,40,0,0,0,16,0,0,16,0,0,0,0,0,13,21,114,1400000US17007010200,"Census Tract 102,Boone County",17|007|010200,Illinois
31,3519,3304,2624,680,623,57,0,0,0,0,0,0,0,0,0,53,0,28,0,13,121,1400000US17007010300,"Census Tract 103,Boone County",17|007|010300,Illinois
32,3503,3206,2944,262,241,21,0,0,0,26,26,0,0,0,0,0,0,0,0,11,260,1400000US17007010400,"Census Tract 104,Boone County",17|007|010400,Illinois
33,2201,1916,1767,149,136,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,285,1400000US17007010501,"Census Tract 105,01,Boone County",17|007|010501,Illinois
34,2000,1817,1795,22,0,0,22,0,0,0,0,0,0,0,0,0,33,0,0,23,127,1400000US17007010502,"Census Tract 105,02,Boone County",17|007|010502,Illinois
35,1815,1555,1390,165,150,10,5,0,0,18,0,0,18,0,0,0,0,0,40,17,185,1400000US17007010601,"Census Tract 106,01,Boone County",17|007|010601,Illinois
36,3422,3086,2867,219,179,38,0,2,0,0,0,0,0,0,0,0,0,0,14,18,304,1400000US17007010603,"Census Tract 106,03,Boone County",17|007|010603,Illinois
37,2685,2623,2336,287,257,0,0,0,30,0,0,0,0,0,0,0,0,0,0,19,43,1400000US17007010604,"Census Tract 106,04,Boone County",17|007|010604,Illinois
38,1166,1010,916,94,77,6,11,0,0,18,0,0,0,0,18,0,0,0,6,1,131,1400000US17009970400,"Census Tract 9704,Brown County",17|009|970400,Illinois
39,1139,1097,981,116,112,0,4,0,0,0,0,0,0,0,0,0,0,13,13,0,16,1400000US17009970500,"Census Tract 9705,Brown County",17|009|970500,Illinois
40,1391,1307,1252,55,22,22,8,0,3,0,0,0,0,0,0,0,6,0,24,0,54,1400000US17011964700,"Census Tract 9647,Bureau County",17|011|964700,Illinois
41,1536,1363,1231,132,44,81,7,0,0,0,0,0,0,0,0,0,3,3,37,26,104,1400000US17011964800,"Census Tract 9648,Bureau County",17|011|964800,Illinois
42,1287,1236,1022,214,203,9,0,2,0,6,6,0,0,0,0,0,0,0,14,0,31,1400000US17011964900,"Census Tract 9649,Bureau County",17|011|964900,Illinois
43,1761,1687,1581,106,77,29,0,0,0,0,0,0,0,0,0,0,0,0,5,21,48,1400000US17011965000,"Census Tract 9650,Bureau County",17|011|965000,Illinois
44,1861,1808,1671,137,83,2,31,3,18,0,0,0,0,0,0,0,4,0,14,1,34,1400000US17011965100,"Census Tract 9651,Bureau County",17|011|965100,Illinois
45,1703,1581,1422,159,156,0,0,0,3,0,0,0,0,0,0,0,0,0,29,28,65,1400000US17011965200,"Census Tract 9652,Bureau County",17|011|965200,Illinois
46,1535,1250,1057,193,169,24,0,0,0,30,30,0,0,0,0,0,0,24,14,16,201,1400000US17011965300,"Census Tract 9653,Bureau County",17|011|965300,Illinois
47,1339,1183,1096,87,26,51,0,10,0,0,0,0,0,0,0,0,0,0,64,0,92,1400000US17011965400,"Census Tract 9654,Bureau County",17|011|965400,Illinois
48,1755,1644,1507,137,126,4,7,0,0,0,0,0,0,0,0,0,2,0,13,9,87,1400000US17011965500,"Census Tract 9655,Bureau County",17|011|965500,Illinois
49,1454,1345,1241,104,65,39,0,0,0,0,0,0,0,0,0,0,0,0,36,7,66,1400000US17011965600,"Census Tract 9656,Bureau County",17|011|965600,Illinois
50,759,705,648,57,50,0,7,0,0,0,0,0,0,0,0,0,0,0,2,9,43,1400000US17013951200,"Census Tract 9512,Calhoun County",17|013|951200,Illinois
51,996,743,656,87,30,43,14,0,0,0,0,0,0,0,0,0,0,0,30,5,218,1400000US17013951300,"Census Tract 9513,Calhoun County",17|013|951300,Illinois
52,1597,1437,1305,132,91,6,27,1,7,16,16,0,0,0,0,0,0,0,44,4,96,1400000US17015960100,"Census Tract 9601,Carroll County",17|015|960100,Illinois
53,700,642,590,52,41,11,0,0,0,10,10,0,0,0,0,0,0,0,0,6,42,1400000US17015960200,"Census Tract 9602,Carroll County",17|015|960200,Illinois
54,1212,1104,1002,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,49,1400000US17015960300,"Census Tract 9603,Carroll County",17|015|960300,Illinois
55,904,830,770,60,55,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,65,1400000US17015960400,"Census Tract 9604,Carroll County",17|015|960400,Illinois
56,1170,1066,1002,64,49,0,10,5,0,3,3,0,0,0,0,0,3,4,43,6,45,1400000US17015960500,"Census Tract 9605,Carroll County",17|015|960500,Illinois
57,791,722,692,30,20,5,0,0,5,0,0,0,0,0,0,0,0,0,7,0,62,1400000US17015960600,"Census Tract 9606,Carroll County",17|015|960600,Illinois
58,953,871,789,82,35,34,3,10,0,0,0,0,0,0,0,0,0,0,26,0,56,1400000US17017960100,"Census Tract 9601,Cass County",17|017|960100,Illinois
59,1225,1076,953,123,107,13,0,3,0,3,3,0,0,0,0,0,0,0,46,3,97,1400000US17017960200,"Census Tract 9602,Cass County",17|017|960200,Illinois
60,1216,1117,1082,35,29,6,0,0,0,0,0,0,0,0,0,0,0,0,6,29,64,1400000US17017960300,"Census Tract 9603,Cass County",17|017|960300,Illinois
61,1262,1205,862,343,169,157,3,0,14,0,0,0,0,0,0,0,0,5,25,7,20,1400000US17017960400,"Census Tract 9604,Cass County",17|017|960400,Illinois
62,1066,1015,904,111,81,26,0,4,0,0,0,0,0,0,0,0,0,0,26,0,25,1400000US17017960500,"Census Tract 9605,Cass County",17|017|960500,Illinois
63,830,602,513,89,89,0,0,0,0,104,104,0,0,0,0,0,0,4,40,0,80,1400000US17019000200,"Census Tract 2,Champaign County",17|019|000200,Illinois
64,1952,577,532,45,45,0,0,0,0,295,280,0,0,15,0,0,0,75,804,0,201,1400000US17019000301,"Census Tract 3,01,Champaign County",17|019|000301,Illinois
65,1150,337,289,48,48,0,0,0,0,126,126,0,0,0,0,0,0,85,541,0,61,1400000US17019000302,"Census Tract 3,02,Champaign County",17|019|000302,Illinois
66,1389,262,233,29,29,0,0,0,0,61,61,0,0,0,0,0,0,49,843,21,153,1400000US17019000401,"Census Tract 4,01,Champaign County",17|019|000401,Illinois
67,1155,272,159,113,64,45,4,0,0,170,170,0,0,0,0,0,0,37,622,22,32,1400000US17019000402,"Census Tract 4,02,Champaign County",17|019|000402,Illinois
68,2115,1523,1338,185,145,0,40,0,0,146,146,0,0,0,0,0,0,143,93,0,210,1400000US17019000500,"Census Tract 5,Champaign County",17|019|000500,Illinois
69,1731,1505,1158,347,289,58,0,0,0,59,59,0,0,0,0,33,0,13,18,0,103,1400000US17019000700,"Census Tract 7,Champaign County",17|019|000700,Illinois
70,4170,3399,2787,612,594,18,0,0,0,204,204,0,0,0,0,39,0,12,242,0,274,1400000US17019000800,"Census Tract 8,Champaign County",17|019|000800,Illinois
71,2142,1905,1506,399,307,55,0,0,37,51,51,0,0,0,0,8,0,13,57,78,30,1400000US17019000901,"Census Tract 9,01,Champaign County",17|019|000901,Illinois
72,3437,3267,2959,308,176,98,34,0,0,4,4,0,0,0,0,0,0,0,0,35,131,1400000US17019000902,"Census Tract 9,02,Champaign County",17|019|000902,Illinois
73,2667,1942,1667,275,223,0,0,52,0,131,131,0,0,0,0,0,0,48,295,36,215,1400000US17019001000,"Census Tract 10,Champaign County",17|019|001000,Illinois
74,2007,1681,1470,211,167,10,14,12,8,37,37,0,0,0,0,0,15,25,19,0,230,1400000US17019001100,"Census Tract 11,Champaign County",17|019|001100,Illinois
75,3338,2877,2556,321,235,24,62,0,0,162,162,0,0,0,0,0,0,0,0,117,182,1400000US17019001201,"Census Tract 12,01,Champaign County",17|019|001201,Illinois
76,2437,2067,1918,149,92,57,0,0,0,5,5,0,0,0,0,0,0,0,49,21,295,1400000US17019001203,"Census Tract 12,03,Champaign County",17|019|001203,Illinois
77,1656,1415,1180,235,83,132,20,0,0,26,26,0,0,0,0,0,0,1,0,6,208,1400000US17019001204,"Census Tract 12,04,Champaign County",17|019|001204,Illinois
78,3856,3055,2875,180,157,23,0,0,0,44,44,0,0,0,0,0,0,0,16,0,741,1400000US17019001205,"Census Tract 12,05,Champaign County",17|019|001205,Illinois
79,950,817,724,93,70,23,0,0,0,5,5,0,0,0,0,0,0,0,23,17,88,1400000US17019001206,"Census Tract 12,06,Champaign County",17|019|001206,Illinois
80,2782,2311,1981,330,298,32,0,0,0,55,55,0,0,0,0,0,21,104,0,23,268,1400000US17019001301,"Census Tract 13,01,Champaign County",17|019|001301,Illinois
81,2032,1632,1465,167,134,33,0,0,0,38,38,0,0,0,0,0,0,20,20,0,322,1400000US17019001302,"Census Tract 13,02,Champaign County",17|019|001302,Illinois
82,2513,1693,1504,189,175,9,5,0,0,257,257,0,0,0,0,0,0,20,337,3,203,1400000US17019001400,"Census Tract 14,Champaign County",17|019|001400,Illinois
83,2244,1292,1143,149,149,0,0,0,0,454,454,0,0,0,0,0,0,146,103,18,231,1400000US17019005300,"Census Tract 53,Champaign County",17|019|005300,Illinois
84,2246,1935,1706,229,197,32,0,0,0,119,119,0,0,0,0,0,0,77,25,56,34,1400000US17019005401,"Census Tract 54,01,Champaign County",17|019|005401,Illinois
85,1932,1705,1591,114,107,7,0,0,0,19,19,0,0,0,0,0,17,20,0,33,138,1400000US17019005402,"Census Tract 54,02,Champaign County",17|019|005402,Illinois
86,2774,2154,1834,320,278,22,20,0,0,142,142,0,0,0,0,0,0,57,52,93,276,1400000US17019005500,"Census Tract 55,Champaign County",17|019|005500,Illinois
87,2820,2308,2112,196,193,0,0,3,0,105,105,0,0,0,0,0,19,125,87,0,176,1400000US17019005601,"Census Tract 56,01,Champaign County",17|019|005601,Illinois
88,1114,931,866,65,55,10,0,0,0,55,55,0,0,0,0,0,0,0,36,0,92,1400000US17019005602,"Census Tract 56,02,Champaign County",17|019|005602,Illinois
89,1986,1413,1077,336,264,42,30,0,0,179,179,0,0,0,0,0,0,39,71,14,270,1400000US17019005701,"Census Tract 57,01,Champaign County",17|019|005701,Illinois
90,731,624,590,34,34,0,0,0,0,24,24,0,0,0,0,0,0,20,9,0,54,1400000US17019005702,"Census Tract 57,02,Champaign County",17|019|005702,Illinois
91,1991,864,734,130,77,53,0,0,0,94,94,0,0,0,0,0,8,308,465,0,252,1400000US17019005800,"Census Tract 58,Champaign County",17|019|005800,Illinois
92,864,192,177,15,5,10,0,0,0,58,58,0,0,0,0,0,0,49,512,6,47,1400000US17019005901,"Census Tract 59,01,Champaign County",17|019|005901,Illinois
93,1029,142,119,23,23,0,0,0,0,136,136,0,0,0,0,0,6,53,625,8,59,1400000US17019005902,"Census Tract 59,02,Champaign County",17|019|005902,Illinois
94,1046,175,163,12,12,0,0,0,0,291,282,9,0,0,0,0,0,22,441,0,117,1400000US17019006000,"Census Tract 60,Champaign County",17|019|006000,Illinois
95,1867,1357,1144,213,170,18,0,0,25,16,16,0,0,0,0,0,0,44,34,0,416,1400000US17019010100,"Census Tract 101,Champaign County",17|019|010100,Illinois
96,2204,2004,1677,327,177,125,13,12,0,29,29,0,0,0,0,0,12,0,51,0,108,1400000US17019010204,"Census Tract 102,04,Champaign County",17|019|010204,Illinois
97,1156,1078,935,143,134,9,0,0,0,12,12,0,0,0,0,0,0,0,33,0,33,1400000US17019010300,"Census Tract 103,Champaign County",17|019|010300,Illinois
98,2194,1963,1778,185,163,12,8,0,2,1,1,0,0,0,0,0,2,0,65,0,163,1400000US17019010400,"Census Tract 104,Champaign County",17|019|010400,Illinois
99,2191,2004,1887,117,83,15,0,19,0,0,0,0,0,0,0,0,0,0,21,0,166,1400000US17019010500,"Census Tract 105,Champaign County",17|019|010500,Illinois
100,3046,2636,2514,122,122,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,371,1400000US17019010601,"Census Tract 106,01,Champaign County",17|019|010601,Illinois
101,3491,3211,2945,266,121,15,115,15,0,0,0,0,0,0,0,0,0,0,14,0,266,1400000US17019010603,"Census Tract 106,03,Champaign County",17|019|010603,Illinois
102,1564,1427,1351,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,118,1400000US17019010604,"Census Tract 106,04,Champaign County",17|019|010604,Illinois
103,1992,1719,1630,89,79,0,10,0,0,4,4,0,0,0,0,0,0,13,16,43,197,1400000US17019010701,"Census Tract 107,01,Champaign County",17|019|010701,Illinois
104,2080,1944,1839,105,66,39,0,0,0,0,0,0,0,0,0,0,0,0,60,0,76,1400000US17019010702,"Census Tract 107,02,Champaign County",17|019|010702,Illinois
105,2120,1934,1882,52,42,3,0,3,4,0,0,0,0,0,0,0,0,0,44,7,135,1400000US17019010800,"Census Tract 108,Champaign County",17|019|010800,Illinois
106,3747,3361,3134,227,166,57,3,0,1,4,4,0,0,0,0,0,0,0,117,0,265,1400000US17019010901,"Census Tract 109,01,Champaign County",17|019|010901,Illinois
107,1825,1646,1538,108,79,29,0,0,0,0,0,0,0,0,0,0,0,1,21,18,139,1400000US17019010902,"Census Tract 109,02,Champaign County",17|019|010902,Illinois
108,1418,1037,977,60,26,0,34,0,0,201,201,0,0,0,0,0,0,27,109,0,44,1400000US17019011001,"Census Tract 110,01,Champaign County",17|019|011001,Illinois
109,1312,719,673,46,46,0,0,0,0,239,239,0,0,0,0,0,0,43,108,0,203,1400000US17019011002,"Census Tract 110,02,Champaign County",17|019|011002,Illinois
110,1025,173,172,1,1,0,0,0,0,148,148,0,0,0,0,0,0,44,450,0,210,1400000US17019011100,"Census Tract 111,Champaign County",17|019|011100,Illinois
111,1564,1480,1305,175,148,5,10,0,12,0,0,0,0,0,0,0,0,0,3,22,59,1400000US17021958100,"Census Tract 9581,Christian County",17|021|958100,Illinois
112,1636,1572,1413,159,144,1,3,11,0,0,0,0,0,0,0,0,13,0,3,3,45,1400000US17021958200,"Census Tract 9582,Christian County",17|021|958200,Illinois
113,1389,1342,1220,122,95,14,13,0,0,0,0,0,0,0,0,0,0,17,0,0,30,1400000US17021958300,"Census Tract 9583,Christian County",17|021|958300,Illinois
114,1788,1675,1600,75,73,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,113,1400000US17021958400,"Census Tract 9584,Christian County",17|021|958400,Illinois
115,1082,939,788,151,103,48,0,0,0,0,0,0,0,0,0,0,0,17,116,0,10,1400000US17021958500,"Census Tract 9585,Christian County",17|021|958500,Illinois
116,976,890,829,61,26,17,10,8,0,0,0,0,0,0,0,0,4,0,14,0,68,1400000US17021958600,"Census Tract 9586,Christian County",17|021|958600,Illinois
117,1437,1259,1177,82,60,22,0,0,0,0,0,0,0,0,0,0,2,0,51,8,117,1400000US17021958700,"Census Tract 9587,Christian County",17|021|958700,Illinois
118,1205,1154,1049,105,63,42,0,0,0,0,0,0,0,0,0,0,0,0,26,0,25,1400000US17021958800,"Census Tract 9588,Christian County",17|021|958800,Illinois
119,1004,948,884,64,64,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,49,1400000US17021958900,"Census Tract 9589,Christian County",17|021|958900,Illinois
120,2299,2127,1939,188,84,104,0,0,0,0,0,0,0,0,0,0,0,0,12,18,142,1400000US17021959000,"Census Tract 9590,Christian County",17|021|959000,Illinois
121,1979,1835,1593,242,226,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,136,1400000US17023060100,"Census Tract 601,Clark County",17|023|060100,Illinois
122,1736,1688,1451,237,67,147,0,23,0,0,0,0,0,0,0,0,0,0,24,0,24,1400000US17023060200,"Census Tract 602,Clark County",17|023|060200,Illinois
123,2523,2340,2012,328,270,58,0,0,0,13,13,0,0,0,0,0,0,10,57,8,95,1400000US17023060300,"Census Tract 603,Clark County",17|023|060300,Illinois
124,901,820,742,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,65,1400000US17023060400,"Census Tract 604,Clark County",17|023|060400,Illinois
125,995,897,818,79,18,14,47,0,0,0,0,0,0,0,0,0,0,0,18,0,80,1400000US17025971900,"Census Tract 9719,Clay County",17|025|971900,Illinois
126,1201,942,897,45,23,0,22,0,0,0,0,0,0,0,0,0,0,0,18,15,226,1400000US17025972000,"Census Tract 9720,Clay County",17|025|972000,Illinois
127,2352,2174,2098,76,74,0,0,2,0,17,17,0,0,0,0,0,0,0,66,0,95,1400000US17025972100,"Census Tract 9721,Clay County",17|025|972100,Illinois
128,1273,1246,1168,78,59,11,2,6,0,0,0,0,0,0,0,0,0,0,3,9,15,1400000US17025972200,"Census Tract 9722,Clay County",17|025|972200,Illinois
129,3138,2793,2561,232,172,10,19,31,0,16,16,0,0,0,0,0,0,19,24,17,269,1400000US17027900100,"Census Tract 9001,Clinton County",17|027|900100,Illinois
130,1043,955,884,71,34,35,0,2,0,8,8,0,0,0,0,0,0,3,36,0,41,1400000US17027900200,"Census Tract 9002,Clinton County",17|027|900200,Illinois
131,3576,2980,2877,103,103,0,0,0,0,76,62,14,0,0,0,0,4,2,8,17,489,1400000US17027900300,"Census Tract 9003,Clinton County",17|027|900300,Illinois
132,604,579,522,57,42,10,0,0,5,0,0,0,0,0,0,0,0,0,3,0,22,1400000US17027900401,"Census Tract 9004,01,Clinton County",17|027|900401,Illinois
133,2052,1870,1642,228,228,0,0,0,0,20,20,0,0,0,0,0,0,0,76,0,86,1400000US17027900403,"Census Tract 9004,03,Clinton County",17|027|900403,Illinois
134,557,513,480,33,30,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,23,1400000US17027900404,"Census Tract 9004,04,Clinton County",17|027|900404,Illinois
135,1668,1552,1412,140,86,24,6,0,24,0,0,0,0,0,0,0,0,23,25,12,56,1400000US17027900500,"Census Tract 9005,Clinton County",17|027|900500,Illinois
136,1455,1261,1097,164,89,67,7,1,0,10,10,0,0,0,0,0,0,0,48,0,136,1400000US17027900601,"Census Tract 9006,01,Clinton County",17|027|900601,Illinois
137,3888,3479,3152,327,292,24,7,4,0,20,20,0,0,0,0,0,0,8,58,8,315,1400000US17027900602,"Census Tract 9006,02,Clinton County",17|027|900602,Illinois
138,1263,1148,979,169,113,54,0,0,2,2,0,0,2,0,0,0,0,8,26,11,68,1400000US17029000100,"Census Tract 1,Coles County",17|029|000100,Illinois
139,2349,2237,1968,269,197,42,0,2,28,0,0,0,0,0,0,0,0,77,0,0,35,1400000US17029000200,"Census Tract 2,Coles County",17|029|000200,Illinois
140,1998,1962,1723,239,212,16,11,0,0,0,0,0,0,0,0,0,0,0,0,10,26,1400000US17029000300,"Census Tract 3,Coles County",17|029|000300,Illinois
141,1093,1040,894,146,99,47,0,0,0,0,0,0,0,0,0,0,0,7,32,0,14,1400000US17029000400,"Census Tract 4,Coles County",17|029|000400,Illinois
142,2535,2353,2130,223,157,28,0,0,38,0,0,0,0,0,0,0,0,16,64,0,102,1400000US17029000500,"Census Tract 5,Coles County",17|029|000500,Illinois
143,1453,1362,1244,118,56,58,2,0,2,0,0,0,0,0,0,0,0,0,5,7,79,1400000US17029000600,"Census Tract 6,Coles County",17|029|000600,Illinois
144,1608,1349,1185,164,92,47,25,0,0,0,0,0,0,0,0,0,0,0,93,0,166,1400000US17029000701,"Census Tract 7,01,Coles County",17|029|000701,Illinois
145,2183,1821,1628,193,157,17,0,19,0,25,0,0,25,0,0,0,0,69,104,24,140,1400000US17029000702,"Census Tract 7,02,Coles County",17|029|000702,Illinois
146,1976,721,629,92,75,17,0,0,0,0,0,0,0,0,0,0,0,27,901,0,327,1400000US17029000800,"Census Tract 8,Coles County",17|029|000800,Illinois
147,1894,1572,1422,150,148,0,0,0,2,0,0,0,0,0,0,17,0,7,60,3,235,1400000US17029000900,"Census Tract 9,Coles County",17|029|000900,Illinois
148,1251,1193,1101,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,50,1400000US17029001000,"Census Tract 10,Coles County",17|029|001000,Illinois
149,1548,1429,1047,382,341,6,35,0,0,0,0,0,0,0,0,55,0,0,12,0,52,1400000US17029001100,"Census Tract 11,Coles County",17|029|001100,Illinois
150,1633,1593,1433,160,127,28,5,0,0,28,28,0,0,0,0,0,0,0,0,0,12,1400000US17029001200,"Census Tract 12,Coles County",17|029|001200,Illinois
151,2628,967,932,35,0,35,0,0,0,929,309,600,20,0,0,0,0,175,170,22,365,1400000US17031010100,"Census Tract 101,Cook County",17|031|010100,Illinois
152,3605,2129,1835,294,203,91,0,0,0,990,521,444,25,0,0,0,0,58,143,0,285,1400000US17031010201,"Census Tract 102,01,Cook County",17|031|010201,Illinois
153,1441,601,556,45,29,9,7,0,0,711,357,331,23,0,0,0,0,0,43,14,72,1400000US17031010202,"Census Tract 102,02,Cook County",17|031|010202,Illinois
154,3206,1925,1722,203,170,15,18,0,0,771,162,577,32,0,0,18,0,101,26,0,365,1400000US17031010300,"Census Tract 103,Cook County",17|031|010300,Illinois
155,2244,789,740,49,10,0,0,39,0,773,158,554,61,0,0,0,0,57,231,19,375,1400000US17031010400,"Census Tract 104,Cook County",17|031|010400,Illinois
156,2653,896,842,54,54,0,0,0,0,1099,133,902,64,0,0,42,0,144,28,65,379,1400000US17031010501,"Census Tract 105,01,Cook County",17|031|010501,Illinois
157,1897,663,584,79,79,0,0,0,0,725,294,420,11,0,0,0,5,9,214,23,258,1400000US17031010502,"Census Tract 105,02,Cook County",17|031|010502,Illinois
158,1008,365,316,49,49,0,0,0,0,344,76,260,8,0,0,0,0,24,104,11,160,1400000US17031010503,"Census Tract 105,03,Cook County",17|031|010503,Illinois
159,3956,1367,1200,167,127,23,11,0,6,1339,256,961,122,0,0,0,0,154,227,24,845,1400000US17031010600,"Census Tract 106,Cook County",17|031|010600,Illinois
160,2293,1370,1219,151,121,29,1,0,0,324,106,180,38,0,0,47,0,27,94,0,431,1400000US17031010701,"Census Tract 107,01,Cook County",17|031|010701,Illinois
161,2338,927,777,150,119,31,0,0,0,923,226,641,26,30,0,43,0,84,97,0,264,1400000US17031010702,"Census Tract 107,02,Cook County",17|031|010702,Illinois
162,2140,1502,1249,253,71,69,94,19,0,345,204,125,16,0,0,20,0,14,83,11,165,1400000US17031020100,"Census Tract 201,Cook County",17|031|020100,Illinois
163,2951,2048,1722,326,121,105,100,0,0,458,91,337,30,0,0,46,0,0,134,31,234,1400000US17031020200,"Census Tract 202,Cook County",17|031|020200,Illinois
164,2182,1796,1447,349,188,109,52,0,0,177,93,55,29,0,0,0,0,12,43,18,136,1400000US17031020301,"Census Tract 203,01,Cook County",17|031|020301,Illinois
