,Abs_Total,Car.truck.or van,Car.truck.or vanDrove alone,Car.truck.or vanCarpooled,Car.truck.or vanCarpooledIn 2-person carpool,Car.truck.or vanCarpooledIn 3-person carpool,Car.truck.or vanCarpooledIn 4-person carpool,Car.truck.or vanCarpooledIn 5- or 6-person carpool,Car.truck.or vanCarpooledIn 7-or-more-person carpool,Public transportation (excluding taxicab),Public transportation (excluding taxicab)Bus,Public transportation (excluding taxicab)Subway or elevated rail,Public transportation (excluding taxicab)Long-distance train or commuter rail,Public transportation (excluding taxicab)Light rail.streetcar or trolley (carro público in Puerto Rico),Public transportation (excluding taxicab)Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked from home,Geography,NAME,state,State
905,3513,2454,2309,145,145,0,0,0,0,259,0,0,259,0,0,0,0,0,77,25,698,1400000US17031803300,"Census Tract 8033,Cook County",17|031|803300,Illinois
906,3153,2538,2442,96,65,0,31,0,0,205,29,12,164,0,0,0,0,0,15,34,361,1400000US17031803400,"Census Tract 8034,Cook County",17|031|803400,Illinois
907,2844,1991,1857,134,109,25,0,0,0,185,0,0,185,0,0,0,0,29,141,19,479,1400000US17031803500,"Census Tract 8035,Cook County",17|031|803500,Illinois
908,3177,2349,2289,60,39,0,21,0,0,186,0,29,157,0,0,0,0,0,37,0,605,1400000US17031803603,"Census Tract 8036,03,Cook County",17|031|803603,Illinois
909,2190,1693,1578,115,99,9,0,0,7,119,25,0,94,0,0,45,0,0,28,12,293,1400000US17031803604,"Census Tract 8036,04,Cook County",17|031|803604,Illinois
910,3527,2705,2520,185,177,8,0,0,0,181,30,14,137,0,0,0,0,0,19,33,589,1400000US17031803605,"Census Tract 8036,05,Cook County",17|031|803605,Illinois
911,2250,1801,1727,74,60,0,7,7,0,93,0,10,83,0,0,0,0,127,6,0,223,1400000US17031803607,"Census Tract 8036,07,Cook County",17|031|803607,Illinois
912,3863,3346,3179,167,140,0,5,0,22,127,0,0,127,0,0,0,0,0,0,0,390,1400000US17031803608,"Census Tract 8036,08,Cook County",17|031|803608,Illinois
913,3642,3037,2591,446,319,127,0,0,0,34,0,0,34,0,0,60,14,22,0,93,382,1400000US17031803611,"Census Tract 8036,11,Cook County",17|031|803611,Illinois
914,1999,1666,1412,254,223,0,31,0,0,9,0,0,9,0,0,0,0,0,56,0,268,1400000US17031803612,"Census Tract 8036,12,Cook County",17|031|803612,Illinois
915,1740,1465,1256,209,159,0,0,0,50,24,0,0,24,0,0,0,6,0,24,48,173,1400000US17031803613,"Census Tract 8036,13,Cook County",17|031|803613,Illinois
916,2451,2203,1759,444,308,100,0,36,0,28,0,0,28,0,0,0,0,0,84,0,136,1400000US17031803614,"Census Tract 8036,14,Cook County",17|031|803614,Illinois
917,1299,1179,1041,138,138,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,105,1400000US17031803615,"Census Tract 8036,15,Cook County",17|031|803615,Illinois
918,2886,2223,1836,387,387,0,0,0,0,67,0,0,67,0,0,0,0,0,245,0,351,1400000US17031803616,"Census Tract 8036,16,Cook County",17|031|803616,Illinois
919,1709,1393,1182,211,211,0,0,0,0,48,0,0,48,0,0,0,8,0,60,0,200,1400000US17031803701,"Census Tract 8037,01,Cook County",17|031|803701,Illinois
920,3202,2308,2209,99,66,16,17,0,0,300,0,0,300,0,0,0,0,0,42,44,508,1400000US17031803702,"Census Tract 8037,02,Cook County",17|031|803702,Illinois
921,2477,2000,1858,142,113,18,11,0,0,97,0,4,93,0,0,0,0,10,73,0,297,1400000US17031803800,"Census Tract 8038,Cook County",17|031|803800,Illinois
922,2096,1732,1561,171,166,0,5,0,0,144,6,0,99,0,39,0,0,15,0,9,196,1400000US17031803901,"Census Tract 8039,01,Cook County",17|031|803901,Illinois
923,1942,1703,1534,169,146,23,0,0,0,7,0,7,0,0,0,0,0,8,81,0,143,1400000US17031803902,"Census Tract 8039,02,Cook County",17|031|803902,Illinois
924,2403,2054,1766,288,264,0,0,24,0,39,0,0,39,0,0,10,0,19,7,36,238,1400000US17031804000,"Census Tract 8040,Cook County",17|031|804000,Illinois
925,3058,2234,2154,80,80,0,0,0,0,191,0,27,164,0,0,0,0,0,38,39,556,1400000US17031804102,"Census Tract 8041,02,Cook County",17|031|804102,Illinois
926,2703,2323,2140,183,169,6,0,8,0,95,16,0,79,0,0,0,0,0,0,0,285,1400000US17031804104,"Census Tract 8041,04,Cook County",17|031|804104,Illinois
927,2107,1857,1733,124,113,5,0,6,0,28,0,0,28,0,0,0,0,0,0,0,222,1400000US17031804105,"Census Tract 8041,05,Cook County",17|031|804105,Illinois
928,3918,2764,2537,227,90,44,63,30,0,149,0,43,106,0,0,0,0,0,71,0,934,1400000US17031804106,"Census Tract 8041,06,Cook County",17|031|804106,Illinois
929,2497,1898,1726,172,148,24,0,0,0,255,10,0,245,0,0,6,0,0,0,8,330,1400000US17031804108,"Census Tract 8041,08,Cook County",17|031|804108,Illinois
930,1587,1276,1190,86,86,0,0,0,0,65,0,0,65,0,0,0,0,0,28,8,210,1400000US17031804109,"Census Tract 8041,09,Cook County",17|031|804109,Illinois
931,3751,2862,2680,182,165,17,0,0,0,252,0,71,181,0,0,16,0,0,31,14,576,1400000US17031804202,"Census Tract 8042,02,Cook County",17|031|804202,Illinois
932,1227,955,920,35,35,0,0,0,0,15,0,0,15,0,0,21,0,0,0,15,221,1400000US17031804203,"Census Tract 8042,03,Cook County",17|031|804203,Illinois
933,1934,1328,1242,86,59,17,10,0,0,126,0,0,126,0,0,0,0,14,76,15,375,1400000US17031804204,"Census Tract 8042,04,Cook County",17|031|804204,Illinois
934,4415,3826,3512,314,247,30,0,0,37,85,0,0,85,0,0,0,0,81,0,17,406,1400000US17031804305,"Census Tract 8043,05,Cook County",17|031|804305,Illinois
935,2990,2816,2542,274,264,0,10,0,0,0,0,0,0,0,0,0,0,0,23,63,88,1400000US17031804306,"Census Tract 8043,06,Cook County",17|031|804306,Illinois
936,2732,2434,2245,189,121,36,0,0,32,10,0,0,10,0,0,0,0,0,0,0,288,1400000US17031804308,"Census Tract 8043,08,Cook County",17|031|804308,Illinois
937,1574,1440,1244,196,95,71,21,9,0,51,6,0,45,0,0,3,0,0,0,15,65,1400000US17031804309,"Census Tract 8043,09,Cook County",17|031|804309,Illinois
938,802,519,487,32,32,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,268,1400000US17031804312,"Census Tract 8043,12,Cook County",17|031|804312,Illinois
939,3289,2489,2330,159,130,29,0,0,0,97,0,0,97,0,0,0,0,0,10,0,693,1400000US17031804313,"Census Tract 8043,13,Cook County",17|031|804313,Illinois
940,839,735,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1400000US17031804314,"Census Tract 8043,14,Cook County",17|031|804314,Illinois
941,1227,1023,1007,16,16,0,0,0,0,55,0,23,32,0,0,0,0,0,17,0,132,1400000US17031804315,"Census Tract 8043,15,Cook County",17|031|804315,Illinois
942,2599,2343,2096,247,247,0,0,0,0,91,0,11,80,0,0,0,0,0,0,0,165,1400000US17031804316,"Census Tract 8043,16,Cook County",17|031|804316,Illinois
943,3156,2727,2634,93,32,61,0,0,0,137,19,0,118,0,0,0,0,0,49,16,227,1400000US17031804403,"Census Tract 8044,03,Cook County",17|031|804403,Illinois
944,3019,2589,2272,317,201,116,0,0,0,85,0,0,48,0,37,0,0,0,0,0,345,1400000US17031804404,"Census Tract 8044,04,Cook County",17|031|804404,Illinois
945,1587,1484,1298,186,122,17,0,47,0,24,0,0,0,24,0,0,0,0,0,59,20,1400000US17031804405,"Census Tract 8044,05,Cook County",17|031|804405,Illinois
946,2900,2544,2370,174,98,36,40,0,0,60,20,0,40,0,0,0,0,0,19,9,268,1400000US17031804406,"Census Tract 8044,06,Cook County",17|031|804406,Illinois
947,1983,1683,1547,136,136,0,0,0,0,88,0,0,88,0,0,0,0,0,0,10,202,1400000US17031804505,"Census Tract 8045,05,Cook County",17|031|804505,Illinois
948,2471,2009,1953,56,56,0,0,0,0,55,0,0,55,0,0,0,0,0,12,24,371,1400000US17031804506,"Census Tract 8045,06,Cook County",17|031|804506,Illinois
949,1224,1041,896,145,139,6,0,0,0,25,0,0,25,0,0,10,0,0,0,0,148,1400000US17031804508,"Census Tract 8045,08,Cook County",17|031|804508,Illinois
950,3073,2822,2151,671,249,407,15,0,0,37,0,0,37,0,0,0,0,38,60,0,116,1400000US17031804509,"Census Tract 8045,09,Cook County",17|031|804509,Illinois
951,2533,2375,1839,536,306,220,0,0,10,18,18,0,0,0,0,0,0,0,54,0,86,1400000US17031804510,"Census Tract 8045,10,Cook County",17|031|804510,Illinois
952,1049,895,770,125,101,0,0,24,0,62,9,22,31,0,0,26,0,0,0,7,59,1400000US17031804511,"Census Tract 8045,11,Cook County",17|031|804511,Illinois
953,2055,1654,1513,141,141,0,0,0,0,19,0,19,0,0,0,0,0,0,2,0,380,1400000US17031804512,"Census Tract 8045,12,Cook County",17|031|804512,Illinois
954,2143,1694,1631,63,63,0,0,0,0,236,0,0,236,0,0,0,0,0,0,0,213,1400000US17031804513,"Census Tract 8045,13,Cook County",17|031|804513,Illinois
955,2619,2241,2150,91,91,0,0,0,0,150,0,0,150,0,0,0,0,0,0,0,228,1400000US17031804514,"Census Tract 8045,14,Cook County",17|031|804514,Illinois
956,3510,2849,2507,342,292,50,0,0,0,31,0,31,0,0,0,17,0,0,25,55,533,1400000US17031804603,"Census Tract 8046,03,Cook County",17|031|804603,Illinois
957,3367,2785,2644,141,141,0,0,0,0,162,0,13,149,0,0,0,0,0,90,0,330,1400000US17031804606,"Census Tract 8046,06,Cook County",17|031|804606,Illinois
958,3724,3187,2828,359,283,13,38,0,25,117,0,9,108,0,0,0,0,21,0,54,345,1400000US17031804607,"Census Tract 8046,07,Cook County",17|031|804607,Illinois
959,1922,1472,1365,107,96,11,0,0,0,73,7,30,36,0,0,0,0,0,0,10,367,1400000US17031804608,"Census Tract 8046,08,Cook County",17|031|804608,Illinois
960,3380,2493,2385,108,108,0,0,0,0,268,0,0,268,0,0,0,0,0,9,0,610,1400000US17031804609,"Census Tract 8046,09,Cook County",17|031|804609,Illinois
961,1389,1234,1172,62,42,6,7,0,7,13,0,0,13,0,0,0,0,0,9,17,116,1400000US17031804610,"Census Tract 8046,10,Cook County",17|031|804610,Illinois
962,2262,1929,1770,159,136,7,0,16,0,81,12,0,69,0,0,0,0,0,32,35,185,1400000US17031804611,"Census Tract 8046,11,Cook County",17|031|804611,Illinois
963,3184,2535,2258,277,242,35,0,0,0,106,35,17,54,0,0,0,0,43,25,47,428,1400000US17031804701,"Census Tract 8047,01,Cook County",17|031|804701,Illinois
964,2436,1974,1750,224,181,43,0,0,0,52,9,0,43,0,0,23,0,30,7,35,315,1400000US17031804705,"Census Tract 8047,05,Cook County",17|031|804705,Illinois
965,1150,990,901,89,74,8,0,0,7,26,0,0,26,0,0,0,0,5,5,0,124,1400000US17031804706,"Census Tract 8047,06,Cook County",17|031|804706,Illinois
966,4078,3649,3065,584,447,137,0,0,0,108,48,25,35,0,0,12,0,0,10,0,299,1400000US17031804709,"Census Tract 8047,09,Cook County",17|031|804709,Illinois
967,2321,2013,1872,141,130,11,0,0,0,63,0,0,63,0,0,0,0,0,12,0,233,1400000US17031804710,"Census Tract 8047,10,Cook County",17|031|804710,Illinois
968,4021,3369,3137,232,204,16,12,0,0,213,0,0,213,0,0,0,0,0,0,14,425,1400000US17031804711,"Census Tract 8047,11,Cook County",17|031|804711,Illinois
969,2682,2217,2130,87,67,20,0,0,0,121,0,9,112,0,0,21,0,0,9,60,254,1400000US17031804712,"Census Tract 8047,12,Cook County",17|031|804712,Illinois
970,3020,2128,1985,143,124,19,0,0,0,200,57,17,126,0,0,68,0,0,13,204,407,1400000US17031804713,"Census Tract 8047,13,Cook County",17|031|804713,Illinois
971,1732,1441,1291,150,123,12,0,0,15,90,0,32,58,0,0,0,0,0,8,11,182,1400000US17031804714,"Census Tract 8047,14,Cook County",17|031|804714,Illinois
972,1822,1623,1452,171,156,15,0,0,0,14,0,0,14,0,0,0,0,0,10,57,118,1400000US17031804715,"Census Tract 8047,15,Cook County",17|031|804715,Illinois
973,2421,2010,1781,229,169,60,0,0,0,96,46,8,42,0,0,8,0,0,0,21,286,1400000US17031804716,"Census Tract 8047,16,Cook County",17|031|804716,Illinois
974,2662,2272,2154,118,97,0,0,0,21,32,0,16,16,0,0,0,0,0,14,0,344,1400000US17031804803,"Census Tract 8048,03,Cook County",17|031|804803,Illinois
975,3440,2733,2659,74,74,0,0,0,0,247,73,24,132,0,18,0,0,0,48,0,412,1400000US17031804804,"Census Tract 8048,04,Cook County",17|031|804804,Illinois
976,3829,3359,2693,666,354,102,0,210,0,118,67,39,12,0,0,0,0,20,26,0,306,1400000US17031804805,"Census Tract 8048,05,Cook County",17|031|804805,Illinois
977,1696,1472,1095,377,359,8,0,10,0,91,41,0,50,0,0,0,0,0,98,19,16,1400000US17031804806,"Census Tract 8048,06,Cook County",17|031|804806,Illinois
978,2841,2297,2169,128,113,15,0,0,0,108,21,0,87,0,0,3,0,26,20,0,387,1400000US17031804807,"Census Tract 8048,07,Cook County",17|031|804807,Illinois
979,1427,1229,1086,143,77,58,3,5,0,29,0,0,29,0,0,5,0,0,24,0,140,1400000US17031804808,"Census Tract 8048,08,Cook County",17|031|804808,Illinois
980,2358,1885,1682,203,116,62,25,0,0,131,37,0,94,0,0,0,0,0,0,59,283,1400000US17031804809,"Census Tract 8048,09,Cook County",17|031|804809,Illinois
981,3475,3028,2950,78,64,0,14,0,0,42,32,0,10,0,0,33,0,0,14,0,358,1400000US17031804810,"Census Tract 8048,10,Cook County",17|031|804810,Illinois
982,3229,2264,2159,105,47,58,0,0,0,401,0,14,387,0,0,5,0,21,20,26,492,1400000US17031804901,"Census Tract 8049,01,Cook County",17|031|804901,Illinois
983,3010,2379,2268,111,79,32,0,0,0,153,1,0,152,0,0,0,0,53,69,14,342,1400000US17031804902,"Census Tract 8049,02,Cook County",17|031|804902,Illinois
984,2528,1904,1823,81,75,6,0,0,0,163,8,16,139,0,0,0,0,22,20,15,404,1400000US17031805001,"Census Tract 8050,01,Cook County",17|031|805001,Illinois
985,3517,2817,2455,362,362,0,0,0,0,204,13,76,115,0,0,0,0,8,13,112,363,1400000US17031805002,"Census Tract 8050,02,Cook County",17|031|805002,Illinois
986,3934,3526,2972,554,211,323,0,20,0,60,0,22,38,0,0,0,0,52,182,0,114,1400000US17031805105,"Census Tract 8051,05,Cook County",17|031|805105,Illinois
987,1373,1071,998,73,58,15,0,0,0,80,14,0,66,0,0,0,0,0,34,34,154,1400000US17031805106,"Census Tract 8051,06,Cook County",17|031|805106,Illinois
988,3961,3308,2975,333,252,81,0,0,0,39,0,39,0,0,0,23,0,9,64,0,518,1400000US17031805107,"Census Tract 8051,07,Cook County",17|031|805107,Illinois
989,3748,2999,2760,239,211,28,0,0,0,363,159,77,127,0,0,0,0,16,50,86,234,1400000US17031805108,"Census Tract 8051,08,Cook County",17|031|805108,Illinois
990,2067,1642,1537,105,81,24,0,0,0,25,0,0,25,0,0,0,0,0,9,0,391,1400000US17031805109,"Census Tract 8051,09,Cook County",17|031|805109,Illinois
991,2054,1707,1674,33,33,0,0,0,0,60,10,0,50,0,0,29,0,0,104,0,154,1400000US17031805110,"Census Tract 8051,10,Cook County",17|031|805110,Illinois
992,4049,3296,2929,367,297,68,2,0,0,257,122,76,59,0,0,0,0,25,74,89,308,1400000US17031805111,"Census Tract 8051,11,Cook County",17|031|805111,Illinois
993,1587,1407,1189,218,151,34,16,8,9,56,11,0,45,0,0,0,0,0,13,10,101,1400000US17031805112,"Census Tract 8051,12,Cook County",17|031|805112,Illinois
994,1817,1648,1591,57,51,0,6,0,0,76,0,34,42,0,0,0,0,0,8,0,85,1400000US17031805201,"Census Tract 8052,01,Cook County",17|031|805201,Illinois
995,2081,1747,1625,122,122,0,0,0,0,71,23,8,40,0,0,8,0,0,42,13,200,1400000US17031805202,"Census Tract 8052,02,Cook County",17|031|805202,Illinois
996,1400,1270,976,294,270,10,10,4,0,55,11,0,44,0,0,0,0,0,21,0,54,1400000US17031805301,"Census Tract 8053,01,Cook County",17|031|805301,Illinois
997,1959,1622,1466,156,96,50,10,0,0,54,37,8,9,0,0,12,0,0,0,7,264,1400000US17031805302,"Census Tract 8053,02,Cook County",17|031|805302,Illinois
998,2410,1974,1702,272,107,62,103,0,0,162,96,52,14,0,0,0,0,14,24,0,236,1400000US17031805401,"Census Tract 8054,01,Cook County",17|031|805401,Illinois
999,2395,2117,1833,284,206,72,6,0,0,76,0,34,42,0,0,0,0,0,0,0,202,1400000US17031805402,"Census Tract 8054,02,Cook County",17|031|805402,Illinois
1000,1939,1513,1506,7,7,0,0,0,0,111,0,7,104,0,0,0,0,0,80,7,228,1400000US17031805501,"Census Tract 8055,01,Cook County",17|031|805501,Illinois
1001,2162,1363,1342,21,13,0,0,8,0,278,0,13,243,22,0,0,0,0,52,7,462,1400000US17031805502,"Census Tract 8055,02,Cook County",17|031|805502,Illinois
1002,2203,1149,1049,100,71,0,17,0,12,525,0,111,414,0,0,0,0,0,83,27,419,1400000US17031805600,"Census Tract 8056,Cook County",17|031|805600,Illinois
1003,2653,1986,1911,75,67,8,0,0,0,226,0,99,127,0,0,0,0,9,36,16,380,1400000US17031805701,"Census Tract 8057,01,Cook County",17|031|805701,Illinois
1004,1102,875,801,74,52,22,0,0,0,32,0,18,14,0,0,0,0,4,6,0,185,1400000US17031805702,"Census Tract 8057,02,Cook County",17|031|805702,Illinois
1005,1120,866,797,69,69,0,0,0,0,104,0,26,78,0,0,0,0,0,0,0,150,1400000US17031805801,"Census Tract 8058,01,Cook County",17|031|805801,Illinois
1006,2625,1642,1534,108,89,15,0,4,0,501,9,95,397,0,0,0,0,0,46,31,405,1400000US17031805802,"Census Tract 8058,02,Cook County",17|031|805802,Illinois
1007,2014,1580,1435,145,49,85,0,0,11,129,0,58,63,8,0,0,0,0,18,28,259,1400000US17031805901,"Census Tract 8059,01,Cook County",17|031|805901,Illinois
1008,3099,2309,1872,437,310,27,100,0,0,179,31,19,129,0,0,0,0,21,77,95,418,1400000US17031805902,"Census Tract 8059,02,Cook County",17|031|805902,Illinois
1009,2800,2121,1937,184,146,13,14,11,0,107,37,14,42,14,0,0,0,0,161,54,357,1400000US17031806001,"Census Tract 8060,01,Cook County",17|031|806001,Illinois
1010,3496,3021,2571,450,427,11,12,0,0,44,29,15,0,0,0,0,0,0,160,0,271,1400000US17031806002,"Census Tract 8060,02,Cook County",17|031|806002,Illinois
1011,4397,3665,3271,394,279,115,0,0,0,392,36,38,318,0,0,0,0,207,26,26,81,1400000US17031806004,"Census Tract 8060,04,Cook County",17|031|806004,Illinois
1012,1713,1455,1262,193,126,56,0,11,0,23,23,0,0,0,0,0,0,0,73,0,162,1400000US17031806005,"Census Tract 8060,05,Cook County",17|031|806005,Illinois
1013,2090,1929,1485,444,428,16,0,0,0,49,49,0,0,0,0,0,0,0,0,0,112,1400000US17031806006,"Census Tract 8060,06,Cook County",17|031|806006,Illinois
1014,1952,1593,1464,129,28,23,78,0,0,164,79,40,45,0,0,0,10,0,0,7,178,1400000US17031806102,"Census Tract 8061,02,Cook County",17|031|806102,Illinois
1015,2847,2328,1944,384,277,91,16,0,0,137,10,36,91,0,0,0,0,0,30,149,203,1400000US17031806103,"Census Tract 8061,03,Cook County",17|031|806103,Illinois
1016,2189,1822,1659,163,101,19,20,0,23,261,114,20,127,0,0,17,0,0,5,34,50,1400000US17031806104,"Census Tract 8061,04,Cook County",17|031|806104,Illinois
1017,2445,1855,1728,127,127,0,0,0,0,275,28,49,198,0,0,0,0,0,47,0,268,1400000US17031806201,"Census Tract 8062,01,Cook County",17|031|806201,Illinois
1018,2809,2360,2184,176,139,0,0,37,0,156,14,0,142,0,0,0,0,0,54,17,222,1400000US17031806202,"Census Tract 8062,02,Cook County",17|031|806202,Illinois
1019,2279,1832,1645,187,120,60,7,0,0,90,0,10,80,0,0,0,23,0,39,9,286,1400000US17031806300,"Census Tract 8063,Cook County",17|031|806300,Illinois
1020,1225,1066,935,131,116,10,0,0,5,79,6,12,46,15,0,0,0,0,4,3,73,1400000US17031806400,"Census Tract 8064,Cook County",17|031|806400,Illinois
1021,1073,888,757,131,63,4,64,0,0,44,21,13,10,0,0,0,0,22,65,17,37,1400000US17031806501,"Census Tract 8065,01,Cook County",17|031|806501,Illinois
1022,2107,1821,1541,280,234,20,0,26,0,56,30,0,26,0,0,28,0,11,0,17,174,1400000US17031806502,"Census Tract 8065,02,Cook County",17|031|806502,Illinois
1023,1961,1572,1226,346,330,11,0,0,5,117,67,50,0,0,0,0,0,0,38,9,225,1400000US17031806600,"Census Tract 8066,Cook County",17|031|806600,Illinois
1024,2038,1417,1186,231,145,0,15,0,71,236,2,88,146,0,0,0,0,0,25,48,312,1400000US17031806700,"Census Tract 8067,Cook County",17|031|806700,Illinois
1025,1975,1555,1250,305,109,64,10,122,0,68,7,61,0,0,0,0,0,145,103,0,104,1400000US17031806801,"Census Tract 8068,01,Cook County",17|031|806801,Illinois
1026,1443,1154,1001,153,55,88,0,0,10,120,57,30,33,0,0,18,0,11,75,0,65,1400000US17031806802,"Census Tract 8068,02,Cook County",17|031|806802,Illinois
1027,2231,1722,1426,296,279,17,0,0,0,179,78,23,78,0,0,0,0,0,4,56,270,1400000US17031806900,"Census Tract 8069,Cook County",17|031|806900,Illinois
1028,2658,1905,1578,327,320,0,7,0,0,295,46,197,52,0,0,11,0,0,218,14,215,1400000US17031807000,"Census Tract 8070,Cook County",17|031|807000,Illinois
1029,1608,1071,972,99,90,9,0,0,0,90,0,60,30,0,0,10,0,9,21,0,407,1400000US17031807100,"Census Tract 8071,Cook County",17|031|807100,Illinois
1030,2790,2145,1827,318,271,17,30,0,0,94,40,47,7,0,0,10,0,3,55,32,451,1400000US17031807200,"Census Tract 8072,Cook County",17|031|807200,Illinois
1031,3823,3233,2755,478,375,58,8,37,0,129,73,34,22,0,0,13,0,59,106,155,128,1400000US17031807300,"Census Tract 8073,Cook County",17|031|807300,Illinois
1032,3056,2181,1716,465,457,8,0,0,0,236,32,149,55,0,0,43,4,7,48,161,376,1400000US17031807400,"Census Tract 8074,Cook County",17|031|807400,Illinois
1033,1781,1329,1101,228,183,22,0,0,23,152,19,98,35,0,0,0,0,45,0,0,255,1400000US17031807500,"Census Tract 8075,Cook County",17|031|807500,Illinois
1034,3045,2544,1611,933,674,75,184,0,0,180,45,89,0,46,0,12,0,0,0,35,274,1400000US17031807600,"Census Tract 8076,Cook County",17|031|807600,Illinois
1035,2532,2019,1703,316,294,0,22,0,0,150,21,79,50,0,0,0,0,0,89,22,252,1400000US17031807700,"Census Tract 8077,Cook County",17|031|807700,Illinois
1036,1151,865,725,140,87,53,0,0,0,75,11,42,22,0,0,0,0,0,49,6,156,1400000US17031807800,"Census Tract 8078,Cook County",17|031|807800,Illinois
1037,1760,1489,1284,205,205,0,0,0,0,51,0,26,25,0,0,0,0,0,0,0,220,1400000US17031807900,"Census Tract 8079,Cook County",17|031|807900,Illinois
1038,1749,1206,966,240,230,10,0,0,0,45,15,30,0,0,0,0,0,0,27,55,416,1400000US17031808001,"Census Tract 8080,01,Cook County",17|031|808001,Illinois
1039,1763,1596,1346,250,174,0,76,0,0,27,0,0,27,0,0,10,14,14,10,0,92,1400000US17031808002,"Census Tract 8080,02,Cook County",17|031|808002,Illinois
1040,1172,957,857,100,100,0,0,0,0,84,14,26,44,0,0,10,0,0,28,12,81,1400000US17031808100,"Census Tract 8081,Cook County",17|031|808100,Illinois
1041,2758,2420,2088,332,82,131,97,22,0,89,38,7,44,0,0,0,0,28,34,9,178,1400000US17031808200,"Census Tract 8082,Cook County",17|031|808200,Illinois
1042,2709,1955,1512,443,296,78,69,0,0,186,22,20,144,0,0,0,0,7,94,27,440,1400000US17031808301,"Census Tract 8083,01,Cook County",17|031|808301,Illinois
1043,2440,2068,1848,220,203,0,17,0,0,124,31,62,31,0,0,0,0,0,35,35,178,1400000US17031808302,"Census Tract 8083,02,Cook County",17|031|808302,Illinois
1044,2250,1809,1615,194,101,73,4,12,4,158,42,19,97,0,0,37,0,10,9,25,202,1400000US17031808400,"Census Tract 8084,Cook County",17|031|808400,Illinois
1045,2159,1679,1606,73,43,12,11,7,0,213,91,17,105,0,0,0,0,0,7,0,260,1400000US17031808500,"Census Tract 8085,Cook County",17|031|808500,Illinois
1046,1112,774,730,44,36,0,8,0,0,175,0,25,150,0,0,0,0,0,8,0,155,1400000US17031808600,"Census Tract 8086,Cook County",17|031|808600,Illinois
1047,1702,357,256,101,51,0,0,50,0,128,32,72,24,0,0,8,0,3,915,20,271,1400000US17031808702,"Census Tract 8087,02,Cook County",17|031|808702,Illinois
1048,2048,908,870,38,38,0,0,0,0,396,71,171,142,12,0,0,0,54,212,0,478,1400000US17031808800,"Census Tract 8088,Cook County",17|031|808800,Illinois
1049,2157,958,906,52,39,13,0,0,0,354,30,95,229,0,0,0,0,36,69,28,712,1400000US17031808900,"Census Tract 8089,Cook County",17|031|808900,Illinois
1050,1691,915,823,92,84,0,8,0,0,281,13,53,205,10,0,0,0,17,38,16,424,1400000US17031809000,"Census Tract 8090,Cook County",17|031|809000,Illinois
1051,1671,843,738,105,70,0,35,0,0,353,40,46,267,0,0,0,0,0,112,8,355,1400000US17031809100,"Census Tract 8091,Cook County",17|031|809100,Illinois
1052,1882,1291,1166,125,125,0,0,0,0,158,126,32,0,0,0,12,0,29,103,25,264,1400000US17031809200,"Census Tract 8092,Cook County",17|031|809200,Illinois
1053,1817,439,439,0,0,0,0,0,0,128,18,18,84,8,0,0,0,85,895,0,270,1400000US17031809300,"Census Tract 8093,Cook County",17|031|809300,Illinois
1054,1157,335,278,57,57,0,0,0,0,322,35,70,217,0,0,0,0,0,148,0,352,1400000US17031809401,"Census Tract 8094,01,Cook County",17|031|809401,Illinois
1055,933,398,369,29,29,0,0,0,0,164,33,76,44,11,0,0,0,0,97,69,205,1400000US17031809402,"Census Tract 8094,02,Cook County",17|031|809402,Illinois
1056,2374,1003,947,56,56,0,0,0,0,326,107,90,129,0,0,0,0,222,294,10,519,1400000US17031809500,"Census Tract 8095,Cook County",17|031|809500,Illinois
1057,1647,1158,1062,96,38,58,0,0,0,178,31,35,112,0,0,0,0,85,62,23,141,1400000US17031809600,"Census Tract 8096,Cook County",17|031|809600,Illinois
1058,1808,1089,990,99,89,10,0,0,0,253,76,112,65,0,0,9,13,58,60,29,297,1400000US17031809700,"Census Tract 8097,Cook County",17|031|809700,Illinois
1059,1270,453,439,14,14,0,0,0,0,422,49,264,109,0,0,10,0,111,35,28,211,1400000US17031809800,"Census Tract 8098,Cook County",17|031|809800,Illinois
1060,1437,638,495,143,143,0,0,0,0,347,9,134,204,0,0,0,0,70,46,7,329,1400000US17031809900,"Census Tract 8099,Cook County",17|031|809900,Illinois
1061,3670,1801,1767,34,34,0,0,0,0,777,69,457,251,0,0,0,0,127,78,0,887,1400000US17031810000,"Census Tract 8100,Cook County",17|031|810000,Illinois
1062,2955,1597,1408,189,136,14,0,0,39,522,90,269,146,17,0,0,31,82,120,16,587,1400000US17031810100,"Census Tract 8101,Cook County",17|031|810100,Illinois
1063,3706,1791,1468,323,300,0,0,6,17,944,402,488,33,21,0,24,0,35,278,13,621,1400000US17031810200,"Census Tract 8102,Cook County",17|031|810200,Illinois
1064,2181,1658,1427,231,186,15,0,30,0,255,198,27,30,0,0,0,0,94,21,8,145,1400000US17031810301,"Census Tract 8103,01,Cook County",17|031|810301,Illinois
1065,1824,1174,1012,162,137,0,25,0,0,191,61,53,77,0,0,0,0,108,71,32,248,1400000US17031810302,"Census Tract 8103,02,Cook County",17|031|810302,Illinois
