,Geography,NAME,TotalTotal population,TotalTotal populationAGEUnder 5 years,TotalTotal populationAGE5 to 9 years,TotalTotal populationAGE10 to 14 years,TotalTotal populationAGE15 to 19 years,TotalTotal populationAGE20 to 24 years,TotalTotal populationAGE25 to 29 years,TotalTotal populationAGE30 to 34 years,TotalTotal populationAGE35 to 39 years,TotalTotal populationAGE40 to 44 years,TotalTotal populationAGE45 to 49 years,TotalTotal populationAGE50 to 54 years,TotalTotal populationAGE55 to 59 years,TotalTotal populationAGE60 to 64 years,TotalTotal populationAGE65 to 69 years,TotalTotal populationAGE70 to 74 years,TotalTotal populationAGE75 to 79 years,TotalTotal populationAGE80 to 84 years,TotalTotal populationAGE85 years and over,TotalTotal populationSELECTED AGE CATEGORIES5 to 14 years,TotalTotal populationSELECTED AGE CATEGORIES15 to 17 years,TotalTotal populationSELECTED AGE CATEGORIESUnder 18 years,TotalTotal populationSELECTED AGE CATEGORIES18 to 24 years,TotalTotal populationSELECTED AGE CATEGORIES15 to 44 years,TotalTotal populationSELECTED AGE CATEGORIES16 years and over,TotalTotal populationSELECTED AGE CATEGORIES18 years and over,TotalTotal populationSELECTED AGE CATEGORIES21 years and over,TotalTotal populationSELECTED AGE CATEGORIES60 years and over,TotalTotal populationSELECTED AGE CATEGORIES62 years and over,TotalTotal populationSELECTED AGE CATEGORIES65 years and over,TotalTotal populationSELECTED AGE CATEGORIES75 years and over,TotalTotal populationSUMMARY INDICATORSMedian age (years),TotalTotal populationSUMMARY INDICATORSSex ratio (males per 100 females),TotalTotal populationSUMMARY INDICATORSAge dependency ratio,TotalTotal populationSUMMARY INDICATORSOld-age dependency ratio,TotalTotal populationSUMMARY INDICATORSChild dependency ratio,PercentTotal populationAGEUnder 5 years,PercentTotal populationAGE5 to 9 years,PercentTotal populationAGE10 to 14 years,PercentTotal populationAGE15 to 19 years,PercentTotal populationAGE20 to 24 years,PercentTotal populationAGE25 to 29 years,PercentTotal populationAGE30 to 34 years,PercentTotal populationAGE35 to 39 years,PercentTotal populationAGE40 to 44 years,PercentTotal populationAGE45 to 49 years,PercentTotal populationAGE50 to 54 years,PercentTotal populationAGE55 to 59 years,PercentTotal populationAGE60 to 64 years,PercentTotal populationAGE65 to 69 years,PercentTotal populationAGE70 to 74 years,PercentTotal populationAGE75 to 79 years,PercentTotal populationAGE80 to 84 years,PercentTotal populationAGE85 years and over,PercentTotal populationSELECTED AGE CATEGORIES5 to 14 years,PercentTotal populationSELECTED AGE CATEGORIES15 to 17 years,PercentTotal populationSELECTED AGE CATEGORIESUnder 18 years,PercentTotal populationSELECTED AGE CATEGORIES18 to 24 years,PercentTotal populationSELECTED AGE CATEGORIES15 to 44 years,PercentTotal populationSELECTED AGE CATEGORIES16 years and over,PercentTotal populationSELECTED AGE CATEGORIES18 years and over,PercentTotal populationSELECTED AGE CATEGORIES21 years and over,PercentTotal populationSELECTED AGE CATEGORIES60 years and over,PercentTotal populationSELECTED AGE CATEGORIES62 years and over,PercentTotal populationSELECTED AGE CATEGORIES65 years and over,PercentTotal populationSELECTED AGE CATEGORIES75 years and over,PercentTotal populationPERCENT ALLOCATEDSex,PercentTotal populationPERCENT ALLOCATEDAge,MaleTotal population,MaleTotal populationAGEUnder 5 years,MaleTotal populationAGE5 to 9 years,MaleTotal populationAGE10 to 14 years,MaleTotal populationAGE15 to 19 years,MaleTotal populationAGE20 to 24 years,MaleTotal populationAGE25 to 29 years,MaleTotal populationAGE30 to 34 years,MaleTotal populationAGE35 to 39 years,MaleTotal populationAGE40 to 44 years,MaleTotal populationAGE45 to 49 years,MaleTotal populationAGE50 to 54 years,MaleTotal populationAGE55 to 59 years,MaleTotal populationAGE60 to 64 years,MaleTotal populationAGE65 to 69 years,MaleTotal populationAGE70 to 74 years,MaleTotal populationAGE75 to 79 years,MaleTotal populationAGE80 to 84 years,MaleTotal populationAGE85 years and over,MaleTotal populationSELECTED AGE CATEGORIES5 to 14 years,MaleTotal populationSELECTED AGE CATEGORIES15 to 17 years,MaleTotal populationSELECTED AGE CATEGORIESUnder 18 years,MaleTotal populationSELECTED AGE CATEGORIES18 to 24 years,MaleTotal populationSELECTED AGE CATEGORIES15 to 44 years,MaleTotal populationSELECTED AGE CATEGORIES16 years and over,MaleTotal populationSELECTED AGE CATEGORIES18 years and over,MaleTotal populationSELECTED AGE CATEGORIES21 years and over,MaleTotal populationSELECTED AGE CATEGORIES60 years and over,MaleTotal populationSELECTED AGE CATEGORIES62 years and over,MaleTotal populationSELECTED AGE CATEGORIES65 years and over,MaleTotal populationSELECTED AGE CATEGORIES75 years and over,MaleTotal populationSUMMARY INDICATORSMedian age (years),Percent MaleTotal populationAGEUnder 5 years,Percent MaleTotal populationAGE5 to 9 years,Percent MaleTotal populationAGE10 to 14 years,Percent MaleTotal populationAGE15 to 19 years,Percent MaleTotal populationAGE20 to 24 years,Percent MaleTotal populationAGE25 to 29 years,Percent MaleTotal populationAGE30 to 34 years,Percent MaleTotal populationAGE35 to 39 years,Percent MaleTotal populationAGE40 to 44 years,Percent MaleTotal populationAGE45 to 49 years,Percent MaleTotal populationAGE50 to 54 years,Percent MaleTotal populationAGE55 to 59 years,Percent MaleTotal populationAGE60 to 64 years,Percent MaleTotal populationAGE65 to 69 years,Percent MaleTotal populationAGE70 to 74 years,Percent MaleTotal populationAGE75 to 79 years,Percent MaleTotal populationAGE80 to 84 years,Percent MaleTotal populationAGE85 years and over,Percent MaleTotal populationSELECTED AGE CATEGORIES5 to 14 years,Percent MaleTotal populationSELECTED AGE CATEGORIES15 to 17 years,Percent MaleTotal populationSELECTED AGE CATEGORIESUnder 18 years,Percent MaleTotal populationSELECTED AGE CATEGORIES18 to 24 years,Percent MaleTotal populationSELECTED AGE CATEGORIES15 to 44 years,Percent MaleTotal populationSELECTED AGE CATEGORIES16 years and over,Percent MaleTotal populationSELECTED AGE CATEGORIES18 years and over,Percent MaleTotal populationSELECTED AGE CATEGORIES21 years and over,Percent MaleTotal populationSELECTED AGE CATEGORIES60 years and over,Percent MaleTotal populationSELECTED AGE CATEGORIES62 years and over,Percent MaleTotal populationSELECTED AGE CATEGORIES65 years and over,Percent MaleTotal populationSELECTED AGE CATEGORIES75 years and over,FemaleTotal population,FemaleTotal populationAGEUnder 5 years,FemaleTotal populationAGE5 to 9 years,FemaleTotal populationAGE10 to 14 years,FemaleTotal populationAGE15 to 19 years,FemaleTotal populationAGE20 to 24 years,FemaleTotal populationAGE25 to 29 years,FemaleTotal populationAGE30 to 34 years,FemaleTotal populationAGE35 to 39 years,FemaleTotal populationAGE40 to 44 years,FemaleTotal populationAGE45 to 49 years,FemaleTotal populationAGE50 to 54 years,FemaleTotal populationAGE55 to 59 years,FemaleTotal populationAGE60 to 64 years,FemaleTotal populationAGE65 to 69 years,FemaleTotal populationAGE70 to 74 years,FemaleTotal populationAGE75 to 79 years,FemaleTotal populationAGE80 to 84 years,FemaleTotal populationAGE85 years and over,FemaleTotal populationSELECTED AGE CATEGORIES5 to 14 years,FemaleTotal populationSELECTED AGE CATEGORIES15 to 17 years,FemaleTotal populationSELECTED AGE CATEGORIESUnder 18 years,FemaleTotal populationSELECTED AGE CATEGORIES18 to 24 years,FemaleTotal populationSELECTED AGE CATEGORIES15 to 44 years,FemaleTotal populationSELECTED AGE CATEGORIES16 years and over,FemaleTotal populationSELECTED AGE CATEGORIES18 years and over,FemaleTotal populationSELECTED AGE CATEGORIES21 years and over,FemaleTotal populationSELECTED AGE CATEGORIES60 years and over,FemaleTotal populationSELECTED AGE CATEGORIES62 years and over,FemaleTotal populationSELECTED AGE CATEGORIES65 years and over,FemaleTotal populationSELECTED AGE CATEGORIES75 years and over,FemaleTotal populationSUMMARY INDICATORSMedian age (years),Percent FemaleTotal populationAGEUnder 5 years,Percent FemaleTotal populationAGE5 to 9 years,Percent FemaleTotal populationAGE10 to 14 years,Percent FemaleTotal populationAGE15 to 19 years,Percent FemaleTotal populationAGE20 to 24 years,Percent FemaleTotal populationAGE25 to 29 years,Percent FemaleTotal populationAGE30 to 34 years,Percent FemaleTotal populationAGE35 to 39 years,Percent FemaleTotal populationAGE40 to 44 years,Percent FemaleTotal populationAGE45 to 49 years,Percent FemaleTotal populationAGE50 to 54 years,Percent FemaleTotal populationAGE55 to 59 years,Percent FemaleTotal populationAGE60 to 64 years,Percent FemaleTotal populationAGE65 to 69 years,Percent FemaleTotal populationAGE70 to 74 years,Percent FemaleTotal populationAGE75 to 79 years,Percent FemaleTotal populationAGE80 to 84 years,Percent FemaleTotal populationAGE85 years and over,Percent FemaleTotal populationSELECTED AGE CATEGORIES5 to 14 years,Percent FemaleTotal populationSELECTED AGE CATEGORIES15 to 17 years,Percent FemaleTotal populationSELECTED AGE CATEGORIESUnder 18 years,Percent FemaleTotal populationSELECTED AGE CATEGORIES18 to 24 years,Percent FemaleTotal populationSELECTED AGE CATEGORIES15 to 44 years,Percent FemaleTotal populationSELECTED AGE CATEGORIES16 years and over,Percent FemaleTotal populationSELECTED AGE CATEGORIES18 years and over,Percent FemaleTotal populationSELECTED AGE CATEGORIES21 years and over,Percent FemaleTotal populationSELECTED AGE CATEGORIES60 years and over,Percent FemaleTotal populationSELECTED AGE CATEGORIES62 years and over,Percent FemaleTotal populationSELECTED AGE CATEGORIES65 years and over,Percent FemaleTotal populationSELECTED AGE CATEGORIES75 years and over,state,State
1,0400000US17,Illinois,12821813,745681,781334,846355,850104,833461,880487,871055,863527,813194,813111,827372,869497,813900,671496,518791,339908,227343,255197,1627689,513981,2887351,1169584,5111828,10275978,9934462,9431413,2826635,2479935,2012735,822448,38.5,97.6,61.9,25.4,36.4,5.8,6.1,6.6,6.6,6.5,6.9,6.8,6.7,6.3,6.3,6.5,6.8,6.3,5.2,4.0,2.7,1.8,2.0,12.7,4.0,22.5,9.1,39.9,80.1,77.5,73.6,22.0,19.3,15.7,6.4,0.1,1.5,6332176,381213,397940,433292,434936,422693,443153,439475,434478,409290,406583,412702,431013,395189,318962,240656,149160,94438,87003,831232,262755,1475200,594874,2584025,5031810,4856976,4598816,1285408,1117060,890219,330601,37.4,6.0,6.3,6.8,6.9,6.7,7.0,6.9,6.9,6.5,6.4,6.5,6.8,6.2,5.0,3.8,2.4,1.5,1.4,13.1,4.1,23.3,9.4,40.8,79.5,76.7,72.6,20.3,17.6,14.1,5.2,6489637,364468,383394,413063,415168,410768,437334,431580,429049,403904,406528,414670,438484,418711,352534,278135,190748,132905,168194,796457,251226,1412151,574710,2527803,5244168,5077486,4832597,1541227,1362875,1122516,491847,39.5,5.6,5.9,6.4,6.4,6.3,6.7,6.7,6.6,6.2,6.3,6.4,6.8,6.5,5.4,4.3,2.9,2.0,2.6,12.3,3.9,21.8,8.9,39.0,80.8,78.2,74.5,23.7,21.0,17.3,7.6,17,Illinois
