,Geography,NAME,HouseholdsTotal,HouseholdsTotalLess than $10|000,HouseholdsTotal$10|000 to $14|999,HouseholdsTotal$15|000 to $24|999,HouseholdsTotal$25|000 to $34|999,HouseholdsTotal$35|000 to $49|999,HouseholdsTotal$50|000 to $74|999,HouseholdsTotal$75|000 to $99|999,HouseholdsTotal$100|000 to $149|999,HouseholdsTotal$150|000 to $199|999,HouseholdsTotal$200|000 or more,HouseholdsMedian income (dollars),HouseholdsMean income (dollars),HouseholdsPERCENT ALLOCATEDHousehold income in the past 12 months,FamiliesTotal,FamiliesTotalLess than $10|000,FamiliesTotal$10|000 to $14|999,FamiliesTotal$15|000 to $24|999,FamiliesTotal$25|000 to $34|999,FamiliesTotal$35|000 to $49|999,FamiliesTotal$50|000 to $74|999,FamiliesTotal$75|000 to $99|999,FamiliesTotal$100|000 to $149|999,FamiliesTotal$150|000 to $199|999,FamiliesTotal$200|000 or more,FamiliesMedian income (dollars),FamiliesMean income (dollars),FamiliesPERCENT ALLOCATEDFamily income in the past 12 months,Married-couple familiesTotal,Married-couple familiesTotalLess than $10|000,Married-couple familiesTotal$10|000 to $14|999,Married-couple familiesTotal$15|000 to $24|999,Married-couple familiesTotal$25|000 to $34|999,Married-couple familiesTotal$35|000 to $49|999,Married-couple familiesTotal$50|000 to $74|999,Married-couple familiesTotal$75|000 to $99|999,Married-couple familiesTotal$100|000 to $149|999,Married-couple familiesTotal$150|000 to $199|999,Married-couple familiesTotal$200|000 or more,Married-couple familiesMedian income (dollars),Married-couple familiesMean income (dollars),Nonfamily householdsTotal,Nonfamily householdsTotalLess than $10|000,Nonfamily householdsTotal$10|000 to $14|999,Nonfamily householdsTotal$15|000 to $24|999,Nonfamily householdsTotal$25|000 to $34|999,Nonfamily householdsTotal$35|000 to $49|999,Nonfamily householdsTotal$50|000 to $74|999,Nonfamily householdsTotal$75|000 to $99|999,Nonfamily householdsTotal$100|000 to $149|999,Nonfamily householdsTotal$150|000 to $199|999,Nonfamily householdsTotal$200|000 or more,Nonfamily householdsMedian income (dollars),Nonfamily householdsMean income (dollars),Nonfamily householdsPERCENT ALLOCATEDNonfamily income in the past 12 months,state,State
41,0500000US17081,Jefferson County,14608,5.9,5.4,10.2,9.9,14.6,18.8,14.1,13.3,3.5,4.2,54692,71322,36.6,9809,4.8,2.7,6.1,9.6,12.1,20.3,16.2,18.4,4.5,5.3,67443,82227,35.9,6896,1.4,1.3,2.8,6.3,11.0,21.5,18.7,24.4,5.6,6.9,82804,96845,4799,11.1,11.5,18.6,12.0,18.3,14.5,9.3,2.6,0.7,1.4,32317,44383,36.4,17|081,Illinois
42,0500000US17083,Jersey County,7818,5.2,2.4,9.9,6.9,10.9,17.2,13.4,17.6,8.6,8.0,71655,90878,40.4,5216,2.1,0.3,3.3,5.8,9.2,15.5,15.6,24.1,12.4,11.8,97917,114961,43.0,4223,1.3,0.2,2.4,4.0,5.7,14.7,18.1,26.9,14.8,11.9,108119,,2602,12.3,6.6,22.8,9.8,17.9,17.8,8.0,4.5,0.2,0.1,32401,40167,33.4,17|083,Illinois
43,0500000US17085,Jo Daviess County,10006,4.1,3.2,8.0,9.7,14.8,20.3,16.0,14.6,5.4,4.0,61289,77817,29.4,6393,2.0,1.3,5.1,6.8,11.3,21.1,20.9,18.6,7.2,5.7,78021,92802,28.3,5307,0.3,1.0,1.8,5.3,10.1,22.5,23.9,19.8,8.6,6.9,83869,102353,3613,8.6,6.1,13.9,14.9,21.0,17.9,7.6,6.7,2.3,0.9,38595,50198,29.9,17|085,Illinois
44,0500000US17087,Johnson County,4055,5.7,4.8,8.0,11.5,12.7,20.0,13.0,17.4,3.5,3.4,58502,73716,36.3,2864,2.9,4.5,5.3,9.1,11.5,21.4,15.0,21.6,5.0,3.9,69943,82910,36.8,2289,1.8,0.2,4.6,7.2,10.7,21.3,16.6,26.6,6.0,4.8,80768,,1191,13.4,6.3,14.8,18.8,20.0,14.2,6.6,4.2,0.0,1.8,32861,45161,35.2,17|087,Illinois
45,0500000US17089,Kane County,181263,3.5,2.2,4.8,6.3,9.5,15.7,13.6,20.8,11.1,12.5,88935,115083,38.4,131546,1.9,1.3,2.9,4.6,8.3,15.2,13.6,23.5,13.2,15.5,103791,130335,39.9,101945,0.6,0.6,1.8,3.0,6.6,13.5,13.0,26.1,15.5,19.2,118716,146918,49717,8.6,5.1,10.9,11.9,14.1,17.8,12.1,11.6,4.1,3.7,49476,67983,32.1,17|089,Illinois
46,0500000US17091,Kankakee County,40346,6.2,3.9,8.1,10.4,12.5,18.6,12.3,17.3,6.5,4.2,61664,78587,37.1,26489,3.9,1.7,5.5,7.8,12.7,17.8,14.0,22.1,8.7,6.0,76221,93110,36.5,19098,2.1,0.7,2.9,5.4,9.9,17.0,15.7,26.9,11.8,7.6,93816,108432,13857,11.8,8.2,14.1,17.5,13.6,18.3,7.1,7.5,1.0,0.9,34002,46256,35.0,17|091,Illinois
47,0500000US17093,Kendall County,43225,1.9,1.9,2.5,3.0,6.8,17.1,15.8,27.5,11.9,11.6,101816,115448,35.4,33954,1.2,0.9,1.6,1.8,5.3,16.8,14.5,30.9,14.1,12.9,107982,124957,35.6,27110,0.0,0.3,0.8,0.9,3.8,14.3,14.3,33.6,16.1,15.8,120908,,9271,5.4,5.5,6.6,8.7,15.0,18.0,18.3,15.5,2.9,4.1,62637,72335,33.6,17|093,Illinois
48,0500000US17095,Knox County,20575,9.0,5.9,13.1,10.1,14.7,17.5,12.2,11.4,3.7,2.3,45994,62348,29.8,11626,3.4,2.8,7.4,7.0,14.0,20.0,18.8,17.2,5.8,3.6,69328,81539,30.0,8748,1.0,1.0,3.8,4.7,13.0,21.6,21.8,21.1,7.6,4.4,80605,92819,8949,16.9,10.1,21.6,15.2,15.4,13.0,3.8,2.6,0.9,0.5,25748,35196,27.6,17|095,Illinois
49,0500000US17097,Lake County,252731,3.8,2.3,5.3,5.8,8.4,13.7,12.2,18.6,10.9,19.2,97127,136312,36.5,182704,2.1,1.2,3.1,4.3,6.7,12.2,12.0,21.1,13.4,24.0,117633,158701,37.0,146272,0.8,0.5,1.6,2.8,5.0,10.4,12.1,22.6,15.3,28.8,134583,178479,70027,8.8,5.5,11.5,10.4,13.5,18.0,11.7,10.9,4.0,5.8,50542,73091,34.1,17|097,Illinois
50,0500000US17099,LaSalle County,44873,5.8,3.3,8.4,10.0,12.6,19.8,13.4,15.6,6.8,4.3,62825,79253,33.3,29088,3.8,2.3,4.3,7.8,10.8,20.2,15.3,20.2,9.5,5.7,76027,94004,34.0,21591,0.8,0.8,2.0,5.1,9.5,19.9,17.6,24.8,12.1,7.4,91095,109480,15785,11.4,5.9,15.5,15.3,16.3,19.1,8.1,5.2,1.8,1.3,36651,48093,30.9,17|099,Illinois
51,0500000US17101,Lawrence County,5449,4.7,4.5,11.0,11.4,16.8,18.3,9.4,14.2,5.5,4.2,52020,74047,40.2,3353,3.1,1.7,6.8,9.6,18.6,18.2,12.0,18.3,6.3,5.5,65597,85560,40.7,2665,0.8,1.1,4.1,6.5,17.5,20.3,13.4,22.4,7.9,6.1,74694,,2096,9.0,9.5,18.5,14.0,14.6,17.7,3.4,6.7,4.3,2.2,34526,52086,36.1,17|101,Illinois
52,0500000US17103,Lee County,13508,5.7,5.8,8.7,6.7,11.8,20.8,14.9,14.5,6.5,4.6,62250,76253,30.9,7999,2.8,1.2,6.5,4.2,10.8,20.6,16.6,21.8,9.9,5.8,81978,93538,33.2,6174,1.2,0.4,2.6,3.7,8.7,20.4,18.0,25.0,12.7,7.5,92992,,5509,11.8,12.5,14.4,10.1,13.7,19.3,11.1,4.0,1.4,1.7,36098,46683,25.7,17|103,Illinois
53,0500000US17105,Livingston County,14431,3.6,4.3,9.7,12.0,11.0,18.8,14.8,17.0,5.9,2.8,61419,76526,33.0,9620,2.7,1.6,7.8,6.4,11.0,18.4,19.2,20.8,8.5,3.6,77279,88501,32.8,7038,1.1,0.5,3.8,3.6,8.8,18.0,21.5,26.3,11.6,4.8,91864,104032,4811,7.1,10.2,13.1,23.4,12.0,18.5,6.2,7.5,0.6,1.3,33262,49461,32.0,17|105,Illinois
54,0500000US17107,Logan County,11003,5.1,3.6,7.6,9.2,14.2,21.0,12.5,15.7,6.8,4.3,59809,79647,33.2,6953,4.4,1.1,4.0,5.0,12.7,22.5,15.6,19.7,9.0,6.0,75816,92894,32.0,5404,1.8,1.1,1.9,3.8,10.8,20.8,17.1,24.1,11.3,7.4,88478,,4050,7.0,7.9,14.8,16.7,17.4,17.4,7.8,7.1,2.5,1.3,36952,54356,34.0,17|107,Illinois
55,0500000US17109,McDonough County,11247,10.8,6.0,13.9,11.4,10.2,16.8,11.2,12.0,4.5,3.1,45704,63009,32.6,5553,2.9,2.4,8.2,9.2,9.8,18.3,15.8,20.8,6.8,5.8,73664,87305,29.6,4335,0.6,0.9,5.4,6.6,10.1,18.9,17.3,24.8,8.1,7.5,83219,,5694,18.7,9.8,19.8,14.7,10.3,14.5,6.4,3.3,2.0,0.5,26111,37791,33.9,17|109,Illinois
56,0500000US17111,McHenry County,114446,3.0,1.8,4.4,5.3,9.1,15.5,14.0,22.1,12.2,12.5,93801,115692,31.0,85663,1.5,1.2,2.5,3.5,7.3,14.5,14.1,25.8,14.5,15.2,108681,129935,31.5,68830,0.6,0.5,1.2,2.5,5.3,12.8,13.8,28.4,16.7,18.1,120248,144036,28783,8.1,4.1,10.5,12.1,16.2,19.4,12.2,10.2,3.8,3.2,48897,65843,28.3,17|111,Illinois
57,0500000US17113,McLean County,67900,10.3,3.4,6.8,7.2,10.5,14.8,13.3,16.8,8.3,8.5,70339,92126,27.6,39937,4.7,1.4,3.5,4.1,8.0,13.7,15.2,23.8,12.6,12.9,98998,120990,26.8,31698,2.0,0.8,1.6,2.4,5.8,12.4,16.6,27.8,15.1,15.6,112471,136159,27963,18.6,6.2,11.8,12.6,15.0,15.4,10.3,6.1,2.0,2.0,35588,48921,27.9,17|113,Illinois
58,0500000US17115,Macon County,43264,7.6,4.9,8.7,9.7,15.3,17.9,12.7,13.3,4.9,5.1,55954,76180,34.3,25733,5.1,2.6,4.7,6.5,11.5,19.0,16.7,19.8,6.9,7.2,75947,95079,36.2,19456,2.2,0.9,2.4,4.6,9.8,20.2,18.4,24.1,8.1,9.2,88066,109312,17531,12.6,8.0,14.5,14.4,20.4,17.0,6.4,3.3,1.5,1.8,35244,46775,30.6,17|115,Illinois
59,0500000US17117,Macoupin County,17649,5.1,3.4,10.5,11.1,13.1,18.7,13.1,15.7,5.8,3.4,58227,73916,39.6,11823,3.9,2.3,8.9,8.5,10.2,18.8,14.3,21.0,7.3,4.6,70531,84972,37.3,8835,1.5,1.0,5.4,7.0,9.0,19.1,15.8,25.8,9.2,6.1,86259,98131,5826,9.8,6.7,17.4,14.8,18.8,17.8,9.0,3.6,1.2,0.9,35876,45491,41.7,17|117,Illinois
60,0500000US17119,Madison County,108237,5.3,4.1,7.9,8.6,10.9,18.7,14.2,16.6,7.3,6.3,66882,86134,33.8,70154,2.9,2.1,4.3,6.3,9.3,17.4,16.9,22.0,10.0,8.8,85021,103577,35.1,52385,0.6,1.0,2.1,3.9,7.3,16.4,18.2,26.6,12.7,11.2,100871,119613,38083,10.7,8.4,14.7,13.8,14.0,20.8,9.2,5.4,1.5,1.6,37843,50429,30.2,17|119,Illinois
61,0500000US17121,Marion County,15294,6.9,5.1,11.6,9.5,14.2,19.4,13.4,13.4,3.3,3.2,53209,67204,35.9,9331,4.8,2.3,7.9,6.3,14.2,19.7,17.4,18.3,4.7,4.6,69046,79857,39.1,6786,1.4,0.9,4.2,5.1,10.2,21.8,21.0,23.9,6.1,5.5,81181,92580,5963,12.3,9.5,18.4,14.6,14.9,17.9,5.9,4.6,0.9,1.0,31702,44006,30.2,17|121,Illinois
62,0500000US17123,Marshall County,4892,5.7,4.5,10.9,9.9,10.7,18.2,14.0,19.9,3.9,2.4,60231,71574,33.2,3143,2.5,2.3,6.7,5.8,9.1,20.6,18.0,26.2,5.2,3.7,78009,86759,37.2,2558,0.2,1.4,2.9,4.0,8.1,21.0,21.2,31.0,6.3,3.9,85284,,1749,13.0,9.3,17.2,17.3,15.0,11.9,7.5,7.0,1.6,0.2,30131,41847,25.7,17|123,Illinois
63,0500000US17125,Mason County,5790,4.9,4.1,9.7,12.1,15.0,20.4,11.6,14.5,3.3,4.4,54415,71207,26.8,3560,5.1,2.5,5.5,8.7,11.5,20.7,15.5,19.5,4.3,6.7,70436,85446,26.2,2736,0.8,1.4,3.3,5.7,10.2,23.2,16.8,24.4,5.6,8.6,82927,,2230,8.6,6.1,17.4,18.1,21.9,15.8,4.8,5.3,1.3,0.7,34777,44791,27.2,17|125,Illinois
64,0500000US17127,Massac County,5466,5.4,4.2,11.8,9.0,13.8,21.4,13.6,14.8,4.0,1.9,57658,66140,41.0,3683,3.8,1.9,7.2,8.1,13.2,22.4,16.4,19.0,6.2,1.9,67825,76863,40.5,3043,2.3,1.2,5.2,6.2,12.7,24.6,16.3,22.1,7.1,2.3,73125,,1783,11.6,10.5,21.7,10.4,13.6,16.9,8.2,5.7,0.3,0.9,30250,41482,40.8,17|127,Illinois
65,0500000US17129,Menard County,5114,2.9,1.7,7.8,5.2,11.0,17.2,17.3,24.0,9.1,3.8,79743,93477,29.9,3681,1.8,0.8,3.7,3.0,10.9,16.5,16.7,29.4,12.3,4.9,94087,102057,30.7,2924,0.5,0.0,1.4,2.1,7.2,14.1,18.9,35.2,15.1,5.5,105819,,1433,9.0,4.0,16.4,11.4,13.1,23.2,13.8,7.0,1.0,0.8,46392,66491,27.6,17|129,Illinois
66,0500000US17131,Mercer County,6339,5.5,3.6,8.9,8.6,13.9,19.2,13.9,17.8,6.0,2.6,59972,74605,35.8,4400,2.2,2.1,6.0,5.1,13.1,19.4,16.8,23.7,8.1,3.5,77778,88043,37.3,3696,1.7,1.3,4.1,2.2,12.2,20.0,18.6,26.1,9.6,4.2,85149,,1939,13.3,7.6,15.9,17.1,16.3,17.6,7.9,2.6,1.1,0.5,32879,41549,30.9,17|131,Illinois
67,0500000US17133,Monroe County,13479,2.4,1.9,6.8,4.0,9.1,15.2,15.6,21.7,13.0,10.4,92950,110395,34.7,9978,1.1,0.3,2.7,2.1,9.0,12.5,15.9,26.5,16.6,13.3,110229,127398,33.8,8288,0.5,0.0,2.2,1.4,5.7,10.0,16.8,28.0,19.5,15.8,117758,,3501,6.7,6.6,18.5,9.2,11.1,27.4,11.5,5.4,1.4,2.1,44382,57467,37.0,17|133,Illinois
68,0500000US17135,Montgomery County,11145,7.3,5.1,11.4,8.4,10.9,18.8,13.6,16.4,4.7,3.3,59309,71899,32.8,6930,3.0,2.0,5.9,5.9,9.4,21.6,17.5,22.7,7.0,5.1,76749,90487,31.1,5600,1.4,1.0,2.3,4.8,7.9,22.3,18.9,27.1,8.0,6.3,86529,,4215,15.1,10.7,23.2,11.3,12.6,13.5,6.7,5.6,0.8,0.5,25526,39477,33.7,17|135,Illinois
69,0500000US17137,Morgan County,13187,5.6,5.0,10.3,10.5,14.7,17.0,13.6,15.2,4.5,3.5,55261,72187,37.4,7958,3.2,2.1,8.0,6.6,14.1,18.0,16.9,20.8,6.1,4.2,71450,85193,36.7,5926,1.0,0.8,2.7,5.4,12.9,18.0,20.2,26.1,7.5,5.5,86148,99259,5229,11.0,9.1,15.6,15.8,16.5,15.2,7.9,4.5,2.2,2.4,34157,49290,36.9,17|137,Illinois
70,0500000US17139,Moultrie County,5753,3.8,3.4,8.0,8.4,13.1,19.7,16.5,17.4,5.3,4.4,67309,80594,39.7,3996,3.0,1.5,2.6,5.4,11.9,19.9,18.8,23.7,7.0,6.3,84167,96524,42.8,3289,1.9,1.0,2.2,3.8,11.2,17.1,19.9,27.4,8.1,7.5,91747,,1757,6.8,8.3,20.7,14.7,17.2,20.3,7.6,3.4,1.0,0.0,34591,41792,32.6,17|139,Illinois
71,0500000US17141,Ogle County,20771,4.6,2.8,8.5,9.1,11.1,19.4,15.8,17.6,6.6,4.5,67534,80935,34.8,13701,1.4,0.7,4.5,5.7,10.7,21.4,18.1,22.4,8.5,6.6,81873,97493,35.7,10668,0.5,0.4,2.2,3.2,9.5,20.3,18.2,26.7,10.7,8.2,93568,108328,7070,11.1,7.0,16.9,16.5,12.4,17.9,10.5,6.1,1.5,0.2,34141,45068,32.4,17|141,Illinois
72,0500000US17143,Peoria County,75352,7.6,4.8,9.6,8.7,12.3,18.7,11.5,13.6,6.4,7.0,58426,83652,33.9,44304,3.9,2.7,5.5,7.0,10.9,18.6,13.4,18.3,9.0,10.7,77952,106215,33.1,31415,1.0,0.8,2.7,4.0,8.4,17.6,15.3,23.1,12.4,14.7,100310,129640,31048,13.6,8.3,16.0,12.4,14.2,18.2,7.8,5.8,2.2,1.5,34768,48450,33.4,17|143,Illinois
73,0500000US17145,Perry County,8108,7.8,5.4,11.3,10.3,11.6,19.6,11.6,16.0,4.2,2.2,53108,65926,36.3,5262,5.5,1.9,8.4,8.6,12.3,20.0,14.3,21.4,4.7,3.0,63735,76772,37.6,3886,1.3,1.4,3.3,9.5,12.1,21.3,16.5,24.7,6.1,3.8,76396,,2846,12.9,12.5,17.7,14.0,11.6,17.0,5.5,5.7,2.8,0.3,30655,42662,32.9,17|145,Illinois
74,0500000US17147,Piatt County,6686,3.8,2.0,6.1,7.0,12.2,17.9,15.6,22.5,7.5,5.4,77559,90616,32.5,4654,2.7,0.6,3.1,4.0,11.9,17.8,16.9,27.1,8.8,7.1,89134,103522,28.9,3755,1.2,0.2,1.4,2.6,9.0,16.5,19.0,30.4,10.9,8.8,100084,,2032,6.9,5.5,15.0,15.1,18.5,16.2,9.9,8.2,3.9,0.8,39931,53567,39.3,17|147,Illinois
75,0500000US17149,Pike County,5756,8.8,4.9,12.1,8.2,14.5,18.7,13.4,10.5,5.8,3.1,51529,65686,39.7,3541,4.6,0.8,6.6,7.8,14.5,20.0,17.4,15.5,7.9,4.8,71368,82547,39.8,2788,1.8,0.5,3.7,7.1,12.6,19.9,19.5,18.8,9.9,6.1,77459,,2215,16.4,11.5,20.5,8.8,15.2,17.2,5.8,2.0,2.1,0.5,26455,37383,39.1,17|149,Illinois
76,0500000US17151,Pope County,1372,11.8,9.3,5.6,10.3,15.2,15.2,13.6,14.2,3.2,1.5,48013,58660,40.2,883,8.9,0.6,2.3,11.6,13.5,18.6,17.0,20.4,5.0,2.3,62614,73356,43.6,726,4.7,0.0,1.4,8.5,16.4,16.9,20.0,23.3,6.1,2.8,78462,,489,20.0,25.2,10.2,8.0,16.8,10.4,6.3,3.1,0.0,0.0,16728,30789,32.1,17|151,Illinois
77,0500000US17153,Pulaski County,1857,8.1,9.9,12.4,14.0,11.3,19.3,11.8,8.3,3.3,1.6,40197,57467,44.6,1170,5.5,2.5,10.2,11.6,12.6,23.1,15.5,11.3,5.3,2.5,62917,72360,45.8,872,2.2,1.3,8.5,10.1,10.8,23.5,18.9,14.3,7.1,3.3,69583,,687,13.0,22.0,16.7,19.4,8.4,13.5,4.2,2.6,0.0,0.1,23403,30679,42.1,17|153,Illinois
78,0500000US17155,Putnam County,2298,4.6,3.6,4.7,9.9,13.1,19.8,14.9,20.1,7.4,2.1,67419,78688,30.6,1575,2.5,1.1,1.2,6.9,12.2,20.8,14.8,28.7,8.8,3.0,81250,93243,27.8,1252,0.5,0.3,0.3,5.3,10.7,19.6,15.3,33.5,10.8,3.8,95526,,723,13.3,5.4,13.8,17.8,14.5,16.6,13.4,4.0,1.1,0.0,34653,42949,36.8,17|155,Illinois
79,0500000US17157,Randolph County,11538,5.0,3.8,9.7,10.3,12.8,19.6,15.3,16.5,4.7,2.3,58093,71696,36.5,7561,2.1,3.7,5.4,7.4,11.2,20.4,18.9,22.2,5.7,3.1,74851,83533,37.2,5603,1.1,1.0,2.5,4.4,10.1,20.2,22.5,26.8,7.5,3.9,86213,96182,3977,11.3,4.9,19.9,15.2,15.4,17.5,8.2,5.4,1.5,0.7,34114,46125,33.9,17|157,Illinois
80,0500000US17159,Richland County,6381,5.0,4.7,10.5,9.9,13.9,18.9,15.2,15.0,3.5,3.6,59963,70327,36.3,4203,3.7,1.6,4.6,8.7,14.3,19.4,17.5,20.5,5.0,4.7,72994,83820,35.5,3111,0.7,0.5,2.9,3.1,13.6,17.1,22.0,27.5,6.5,6.1,89727,,2178,10.1,10.3,21.9,17.9,12.7,15.5,6.8,3.5,0.7,0.7,28443,38895,32.6,17|159,Illinois
81,0500000US17161,Rock Island County,60694,6.5,4.7,8.7,9.6,12.3,19.1,14.0,15.7,5.5,3.8,58974,74859,41.9,37076,4.3,2.7,5.6,6.1,10.7,19.2,17.2,20.9,7.9,5.3,76741,90779,43.8,26804,1.7,1.0,2.8,3.6,8.8,18.7,20.4,25.6,10.4,7.1,90466,106767,23618,10.9,8.3,14.6,15.0,14.9,18.7,8.2,6.5,1.6,1.3,35963,47592,37.6,17|161,Illinois
82,0500000US17163,"St, Clair County",100079,6.8,4.1,9.3,8.5,12.6,17.4,13.0,14.8,7.8,5.7,63017,81455,42.4,63379,3.7,2.6,5.4,6.5,10.5,16.7,15.0,20.3,11.3,8.1,82349,99765,41.2,44293,1.1,0.6,1.5,3.6,7.9,16.1,17.3,25.6,15.2,11.2,102546,121003,36700,12.7,7.2,17.0,12.6,16.1,18.5,8.4,5.0,1.2,1.2,35268,46677,43.6,17|163,Illinois
83,0500000US17165,Saline County,10026,7.2,7.5,11.5,12.1,13.6,17.2,10.8,10.9,5.2,4.2,47541,71016,39.0,6469,3.5,4.5,6.5,9.4,16.6,19.0,13.6,14.1,7.8,4.8,61969,83758,39.8,4636,1.1,2.5,4.1,8.3,12.6,21.6,15.5,16.7,10.9,6.7,74708,99502,3557,15.3,13.6,21.8,16.3,10.3,12.6,3.8,3.2,0.4,2.8,24785,43871,35.8,17|165,Illinois
84,0500000US17167,Sangamon County,84630,6.2,4.4,7.9,8.5,11.5,16.1,13.9,17.6,7.4,6.3,66149,87022,42.8,50014,3.1,2.4,5.4,6.0,10.1,14.3,15.4,23.2,10.6,9.6,88681,108752,41.7,35207,0.8,0.5,2.1,3.7,5.9,14.0,16.9,29.0,13.9,13.3,108249,132103,34616,11.6,8.0,12.1,12.3,14.8,18.0,10.9,8.5,2.3,1.4,41301,52476,43.2,17|167,Illinois
85,0500000US17169,Schuyler County,2692,4.0,2.7,10.8,7.5,19.2,15.5,20.5,13.9,3.1,2.8,58447,71766,31.7,1574,3.7,0.7,3.9,2.7,15.7,21.3,27.6,15.6,5.3,3.5,76409,84153,37.9,1229,2.0,0.0,2.2,2.4,13.6,19.0,30.9,19.7,6.4,3.8,81738,,1118,6.2,5.5,18.9,14.3,26.9,6.4,8.4,11.4,0.0,1.9,38365,52936,22.5,17|169,Illinois
86,0500000US17171,Scott County,1943,3.5,4.6,9.7,8.5,13.0,21.0,12.0,19.8,5.1,2.7,63555,74603,40.9,1415,2.7,3.5,3.6,8.6,11.9,21.2,13.6,25.7,6.4,2.8,73233,84502,40.0,1139,0.4,1.1,2.1,6.7,9.7,22.1,15.9,31.3,7.9,2.9,88009,,528,6.3,7.8,26.1,9.1,17.4,18.9,7.2,3.4,1.3,2.5,36000,46323,43.0,17|171,Illinois
87,0500000US17173,Shelby County,8768,4.4,3.5,9.1,7.8,13.3,25.0,15.4,14.8,3.5,3.3,60103,71059,38.8,5899,2.9,1.9,5.1,6.4,12.9,24.8,17.5,19.2,5.0,4.3,70431,81495,39.2,4864,2.4,1.0,2.2,4.2,13.7,25.6,18.3,22.2,5.9,4.5,77945,,2869,7.4,8.0,17.8,10.9,13.5,25.0,11.4,4.6,0.0,1.4,42420,47700,36.1,17|173,Illinois
88,0500000US17175,Stark County,2262,5.5,6.4,10.5,12.6,9.9,19.1,13.5,15.4,4.3,2.8,55109,71337,31.1,1458,2.7,4.2,5.0,9.4,9.7,20.2,17.3,20.9,6.5,4.0,73846,88765,31.4,1194,0.4,3.2,4.0,6.4,8.9,20.6,20.2,24.3,7.1,4.9,83500,,804,10.7,11.1,20.8,19.5,11.8,13.9,6.2,5.5,0.0,0.5,29397,38284,30.6,17|175,Illinois
89,0500000US17177,Stephenson County,19253,6.4,5.7,10.4,10.1,13.7,19.7,10.9,15.8,4.1,3.1,53806,69204,33.9,12380,3.4,3.3,7.1,8.2,12.5,20.8,13.8,20.8,6.0,4.0,67876,82180,35.0,9257,0.9,0.8,3.7,6.2,10.6,22.7,16.8,25.5,7.7,5.0,82046,,6873,13.0,10.4,18.1,15.0,14.3,16.6,5.0,6.4,0.7,0.6,28912,42173,30.2,17|177,Illinois
90,0500000US17179,Tazewell County,53719,4.5,3.4,7.3,7.9,13.2,18.7,14.4,17.6,7.6,5.5,68860,85916,35.8,34786,2.2,1.8,3.8,5.0,10.4,18.2,17.3,23.3,10.3,7.7,87313,103266,33.9,27916,0.8,0.6,1.9,3.2,8.8,17.7,18.8,27.2,11.7,9.3,97524,113382,18933,9.1,7.4,13.6,13.3,18.8,19.0,9.8,6.2,1.5,1.3,40762,50858,38.9,17|179,Illinois
91,0500000US17181,Union County,6702,5.7,8.5,12.4,10.1,10.8,19.1,11.9,11.5,5.4,4.7,53363,68909,42.0,4176,3.6,4.8,6.7,8.9,10.9,18.5,14.4,17.0,8.0,7.2,70925,86231,42.0,3180,1.2,2.5,4.3,8.2,8.7,19.9,16.0,20.1,9.6,9.4,83370,,2526,11.6,13.3,23.1,13.3,12.2,16.9,5.9,2.2,1.0,0.6,25906,37669,39.4,17|181,Illinois
92,0500000US17183,Vermilion County,29747,7.5,5.1,11.2,11.5,15.5,17.7,12.2,12.7,4.0,2.6,49063,64866,47.3,18087,5.2,2.9,7.5,9.4,14.8,18.3,15.1,17.4,5.9,3.5,65004,77146,45.9,12456,1.3,1.5,5.3,5.9,12.0,20.4,18.6,21.7,8.3,5.0,79755,92579,11660,12.6,8.8,17.2,15.1,17.1,15.3,7.8,4.5,0.4,1.2,32333,43404,48.1,17|183,Illinois
93,0500000US17185,Wabash County,4731,5.2,4.9,13.5,11.6,15.1,13.3,13.6,15.4,4.2,3.3,49680,70128,37.2,3091,1.7,2.5,11.0,6.6,13.5,16.0,17.5,22.2,5.5,3.6,73558,84855,37.7,2266,1.1,2.4,2.8,5.2,10.7,16.4,22.6,27.1,7.4,4.4,85738,,1640,12.1,9.1,24.8,19.0,16.1,7.2,5.2,2.9,0.9,2.6,28119,39333,34.5,17|185,Illinois
94,0500000US17187,Warren County,6818,5.4,4.2,7.6,9.7,13.4,22.1,15.0,15.0,3.9,3.7,59673,73456,39.3,4519,4.7,3.0,4.0,5.8,10.3,24.8,17.2,20.5,5.5,4.2,72826,84060,36.7,3259,1.2,0.7,2.4,4.3,10.0,22.8,21.2,24.9,7.3,5.2,83113,,2299,7.4,11.4,14.7,15.6,20.1,17.3,8.4,2.3,0.2,2.7,35799,48328,40.8,17|187,Illinois
95,0500000US17189,Washington County,5811,3.3,3.9,8.2,9.6,11.5,17.9,17.5,16.1,9.0,3.0,67030,80047,31.9,3907,2.3,0.3,4.3,6.6,8.4,17.9,22.4,21.4,12.2,4.1,86067,96555,30.9,3164,1.5,0.3,2.6,4.6,5.6,15.5,25.1,25.0,14.9,5.1,95781,,1904,5.4,11.2,16.4,16.8,19.0,17.9,7.8,3.3,1.3,0.9,35244,43336,32.5,17|189,Illinois
